# SignalP-5.0	Organism: Eukarya	Timestamp: 20200731045219
# ID	Prediction	SP(Sec/SPI)	OTHER	CS Position
Cre06.g278292.t1.1	OTHER	0.011801	0.988199	
Cre06.g282750.t1.1	OTHER	0.001713	0.998287	
Cre06.g271250.t1.2	OTHER	0.000372	0.999628	
Cre06.g256600.t1.2	OTHER	0.001366	0.998634	
Cre06.g279800.t1.2	OTHER	0.002506	0.997494	
Cre06.g257200.t1.1	OTHER	0.001841	0.998159	
Cre06.g278225.t1.1	OTHER	0.000127	0.999873	
Cre06.g286250.t1.2	OTHER	0.093087	0.906913	
Cre06.g278146.t1.1	OTHER	0.001763	0.998237	
Cre06.g249450.t1.2	OTHER	0.006116	0.993884	
Cre06.g249450.t2.1	OTHER	0.007921	0.992079	
Cre06.g278136.t1.1	OTHER	0.002000	0.998000	
Cre06.g269200.t1.1	OTHER	0.006951	0.993049	
Cre06.g269200.t2.1	OTHER	0.001919	0.998081	
Cre06.g269200.t3.1	OTHER	0.006951	0.993049	
Cre06.g267750.t1.2	SP(Sec/SPI)	0.966428	0.033572	CS pos: 35-36. AGA-AD. Pr: 0.7320
Cre06.g257050.t1.1	OTHER	0.003154	0.996846	
Cre06.g259476.t1.1	OTHER	0.003739	0.996261	
Cre06.g278085.t1.1	OTHER	0.001441	0.998559	
Cre06.g292950.t1.2	OTHER	0.000403	0.999597	
Cre06.g278168.t1.1	OTHER	0.013208	0.986792	
Cre06.g308350.t1.2	OTHER	0.000713	0.999287	
Cre06.g263289.t1.2	OTHER	0.143734	0.856266	
Cre06.g281850.t1.2	OTHER	0.024463	0.975537	
Cre06.g291750.t1.1	OTHER	0.007366	0.992634	
Cre06.g308050.t1.2	SP(Sec/SPI)	0.992282	0.007718	CS pos: 25-26. ADA-GK. Pr: 0.7449
Cre06.g268900.t1.2	OTHER	0.000587	0.999413	
Cre06.g256250.t1.2	OTHER	0.112656	0.887344	
Cre06.g307650.t1.1	SP(Sec/SPI)	0.942681	0.057319	CS pos: 37-38. ARA-AT. Pr: 0.7739
Cre06.g307650.t2.1	OTHER	0.032269	0.967731	
Cre06.g310250.t1.2	OTHER	0.001606	0.998394	
Cre06.g299550.t1.2	OTHER	0.000965	0.999035	
Cre06.g301806.t1.2	OTHER	0.002994	0.997006	
Cre06.g294750.t1.2	OTHER	0.000509	0.999491	
Cre06.g283700.t1.2	OTHER	0.001592	0.998408	
Cre06.g293750.t1.2	OTHER	0.000644	0.999356	
Cre06.g293750.t2.1	OTHER	0.000644	0.999356	
Cre06.g250450.t1.2	OTHER	0.023292	0.976708	
Cre06.g278260.t1.1	OTHER	0.001165	0.998835	
Cre06.g259950.t1.1	OTHER	0.001209	0.998791	
Cre06.g259950.t2.1	OTHER	0.001209	0.998791	
Cre06.g300400.t1.1	OTHER	0.004541	0.995459	
Cre06.g278267.t1.1	SP(Sec/SPI)	0.999563	0.000437	CS pos: 23-24. AAA-QQ. Pr: 0.9140
Cre06.g269100.t1.1	OTHER	0.004698	0.995302	
Cre06.g252250.t1.1	OTHER	0.003090	0.996910	
Cre06.g265300.t1.2	SP(Sec/SPI)	0.984225	0.015775	CS pos: 24-25. CDA-RR. Pr: 0.8107
Cre06.g278143.t1.1	OTHER	0.022094	0.977906	
Cre06.g278255.t1.1	OTHER	0.001997	0.998003	
Cre06.g296400.t1.2	OTHER	0.001515	0.998485	
Cre06.g279050.t1.2	OTHER	0.001666	0.998334	
Cre06.g255850.t1.2	OTHER	0.002278	0.997722	
Cre06.g307950.t1.1	OTHER	0.043647	0.956353	
Cre06.g303000.t1.1	OTHER	0.048818	0.951182	
Cre06.g286850.t1.1	OTHER	0.001343	0.998657	
Cre06.g274200.t1.2	OTHER	0.000731	0.999269	
Cre06.g268000.t1.2	OTHER	0.000468	0.999532	
Cre06.g307750.t1.2	SP(Sec/SPI)	0.952073	0.047927	CS pos: 23-24. AAG-ST. Pr: 0.5780
Cre06.g276950.t1.2	OTHER	0.000731	0.999269	
Cre06.g258583.t1.2	OTHER	0.018599	0.981401	
Cre06.g286750.t1.2	OTHER	0.002671	0.997329	
Cre06.g302400.t1.1	OTHER	0.000226	0.999774	
Cre06.g278123.t1.1	OTHER	0.001131	0.998869	
Cre06.g311800.t1.1	OTHER	0.011277	0.988723	
Cre06.g252576.t1.1	OTHER	0.003793	0.996207	
Cre06.g295301.t1.1	OTHER	0.048908	0.951092	
Cre06.g268350.t1.2	OTHER	0.000372	0.999628	
Cre06.g280250.t1.2	SP(Sec/SPI)	0.719422	0.280578	CS pos: 45-46. TAA-AG. Pr: 0.2671
Cre06.g304350.t1.2	OTHER	0.001381	0.998619	
Cre06.g277050.t1.1	OTHER	0.000681	0.999319	
Cre06.g278302.t1.1	OTHER	0.002381	0.997619	
Cre06.g278302.t2.1	OTHER	0.002381	0.997619	
Cre06.g254300.t1.2	OTHER	0.017522	0.982478	
Cre06.g284900.t1.2	SP(Sec/SPI)	0.851915	0.148085	CS pos: 36-37. VHA-AK. Pr: 0.7703
Cre06.g284900.t2.1	SP(Sec/SPI)	0.983242	0.016758	CS pos: 28-29. VHA-AK. Pr: 0.8901
Cre06.g289450.t1.1	OTHER	0.000696	0.999304	
Cre06.g287450.t1.1	OTHER	0.000880	0.999120	
Cre06.g278172.t1.1	OTHER	0.042764	0.957236	
Cre06.g261950.t1.2	OTHER	0.001084	0.998916	
Cre06.g278350.t1.1	OTHER	0.001010	0.998990	
Cre06.g249900.t1.2	OTHER	0.001140	0.998860	
Cre06.g267850.t1.2	OTHER	0.013729	0.986271	
Cre06.g303300.t1.2	OTHER	0.003256	0.996744	
Cre06.g293400.t1.2	OTHER	0.001387	0.998613	
Cre06.g251800.t1.2	OTHER	0.000456	0.999544	
Cre06.g268300.t1.2	OTHER	0.000731	0.999269	
Cre06.g257700.t1.1	OTHER	0.000712	0.999288	
Cre06.g269544.t1.2	OTHER	0.002409	0.997591	
Cre06.g269544.t2.1	OTHER	0.003240	0.996760	
Cre06.g278199.t1.1	OTHER	0.002505	0.997495	
Cre06.g302000.t1.1	OTHER	0.002736	0.997264	
Cre06.g302000.t2.1	OTHER	0.002736	0.997264	
Cre06.g278131.t1.1	SP(Sec/SPI)	0.719727	0.280273	CS pos: 25-26. AAA-TG. Pr: 0.2711
Cre06.g288150.t1.2	OTHER	0.000792	0.999208	
Cre06.g252150.t1.2	OTHER	0.013736	0.986264	
Cre06.g287700.t1.1	OTHER	0.013469	0.986531	
Cre06.g292850.t1.2	OTHER	0.001155	0.998845	
Cre06.g272701.t1.1	OTHER	0.006296	0.993704	
Cre06.g278451.t1.1	OTHER	0.056065	0.943935	
Cre06.g295001.t1.1	OTHER	0.000627	0.999373	
Cre06.g306057.t1.2	OTHER	0.008321	0.991679	
Cre06.g297500.t1.1	OTHER	0.007996	0.992004	
Cre06.g270300.t1.1	OTHER	0.000714	0.999286	
Cre06.g250700.t1.1	OTHER	0.001633	0.998367	
Cre06.g250700.t2.1	OTHER	0.001633	0.998367	
Cre06.g250700.t3.1	OTHER	0.001633	0.998367	
Cre06.g309600.t1.1	OTHER	0.033301	0.966699	
Cre06.g251350.t1.1	OTHER	0.015392	0.984608	
Cre06.g266000.t1.2	OTHER	0.001705	0.998295	
Cre06.g281050.t1.2	OTHER	0.000837	0.999163	
Cre06.g268250.t1.2	OTHER	0.002172	0.997828	
Cre06.g269865.t1.2	OTHER	0.037081	0.962919	
Cre06.g269865.t2.1	OTHER	0.037081	0.962919	
Cre06.g269865.t3.1	OTHER	0.037081	0.962919	
Cre06.g272950.t1.1	OTHER	0.000469	0.999531	
Cre06.g278240.t2.1	OTHER	0.012101	0.987899	
Cre06.g278240.t1.1	OTHER	0.012101	0.987899	
Cre06.g256950.t1.2	OTHER	0.169327	0.830673	
Cre06.g278237.t1.1	OTHER	0.000882	0.999118	
Cre06.g305900.t1.1	OTHER	0.001702	0.998298	
Cre06.g310700.t1.2	OTHER	0.000774	0.999226	
Cre06.g310700.t2.1	OTHER	0.001234	0.998766	
Cre06.g294400.t1.1	OTHER	0.001413	0.998587	
Cre06.g311150.t1.1	OTHER	0.003124	0.996876	
Cre06.g306400.t1.2	OTHER	0.000413	0.999587	
Cre06.g276500.t1.2	OTHER	0.000731	0.999269	
Cre06.g249555.t1.2	OTHER	0.004675	0.995325	
Cre06.g278286.t1.1	OTHER	0.045236	0.954764	
Cre06.g305100.t1.1	SP(Sec/SPI)	0.983899	0.016101	CS pos: 26-27. VNA-SS. Pr: 0.8596
Cre06.g298300.t1.1	OTHER	0.002951	0.997049	
Cre06.g290800.t1.1	OTHER	0.001205	0.998795	
Cre06.g274950.t1.1	OTHER	0.001556	0.998444	
Cre06.g298800.t1.1	OTHER	0.001681	0.998319	
Cre06.g298800.t3.1	OTHER	0.003116	0.996884	
Cre06.g298800.t2.1	OTHER	0.001681	0.998319	
Cre06.g295050.t1.1	OTHER	0.001778	0.998222	
Cre06.g274050.t1.1	OTHER	0.001144	0.998856	
Cre06.g271526.t1.1	OTHER	0.003010	0.996990	
Cre06.g275900.t1.2	OTHER	0.001259	0.998741	
Cre06.g278800.t1.2	OTHER	0.000181	0.999819	
Cre06.g311700.t1.2	OTHER	0.000545	0.999455	
Cre06.g283034.t1.1	OTHER	0.033015	0.966985	
Cre06.g291400.t1.1	OTHER	0.002565	0.997435	
Cre06.g299700.t1.2	SP(Sec/SPI)	0.970353	0.029647	CS pos: 18-19. CIK-DD. Pr: 0.2885
Cre06.g262700.t1.1	OTHER	0.003268	0.996732	
Cre06.g259200.t1.1	OTHER	0.000982	0.999018	
Cre06.g295450.t1.2	OTHER	0.007591	0.992409	
Cre06.g278245.t1.1	OTHER	0.000492	0.999508	
Cre06.g277850.t1.2	OTHER	0.001441	0.998559	
Cre06.g254213.t1.1	OTHER	0.001394	0.998606	
Cre06.g252300.t1.2	OTHER	0.002923	0.997077	
Cre06.g262950.t1.1	OTHER	0.000963	0.999037	
Cre06.g306007.t1.1	OTHER	0.000511	0.999489	
Cre06.g254077.t1.1	OTHER	0.103325	0.896675	
Cre06.g261150.t1.2	OTHER	0.001639	0.998361	
Cre06.g298450.t1.2	OTHER	0.001310	0.998690	
Cre06.g263357.t1.2	OTHER	0.000665	0.999335	
Cre06.g278297.t1.1	OTHER	0.002002	0.997998	
Cre06.g283750.t1.2	OTHER	0.001644	0.998356	
Cre06.g261500.t1.2	OTHER	0.001929	0.998071	
Cre06.g300150.t1.1	OTHER	0.007776	0.992224	
Cre06.g260650.t1.1	SP(Sec/SPI)	0.984179	0.015821	CS pos: 21-22. AYG-SA. Pr: 0.6243
Cre06.g278229.t1.1	OTHER	0.000585	0.999415	
Cre06.g301000.t1.2	OTHER	0.002665	0.997335	
Cre06.g278145.t1.1	SP(Sec/SPI)	0.950408	0.049592	CS pos: 26-27. LDA-TT. Pr: 0.6979
Cre06.g278217.t1.1	OTHER	0.003527	0.996473	
Cre06.g282050.t1.2	OTHER	0.000817	0.999183	
Cre06.g254350.t1.1	OTHER	0.001570	0.998430	
Cre06.g278275.t1.1	OTHER	0.001583	0.998417	
Cre06.g311050.t1.2	OTHER	0.009105	0.990895	
Cre06.g278293.t1.1	OTHER	0.001988	0.998012	
Cre06.g286350.t1.2	OTHER	0.002277	0.997723	
Cre06.g265000.t1.2	OTHER	0.000372	0.999628	
Cre06.g256500.t1.2	OTHER	0.000349	0.999651	
Cre06.g256500.t2.1	OTHER	0.001407	0.998593	
Cre06.g258600.t1.2	SP(Sec/SPI)	0.998768	0.001232	CS pos: 21-22. SSA-LS. Pr: 0.3002
Cre06.g258600.t2.1	SP(Sec/SPI)	0.998768	0.001232	CS pos: 21-22. SSA-LS. Pr: 0.3002
Cre06.g263300.t1.2	OTHER	0.001246	0.998754	
Cre06.g275350.t1.1	OTHER	0.001385	0.998615	
Cre06.g276100.t1.2	OTHER	0.000663	0.999337	
Cre06.g276100.t2.1	OTHER	0.000663	0.999337	
Cre06.g261550.t1.2	OTHER	0.000638	0.999362	
Cre06.g300900.t1.1	OTHER	0.000682	0.999318	
Cre06.g271600.t1.1	OTHER	0.001672	0.998328	
Cre06.g277801.t1.1	OTHER	0.000621	0.999379	
Cre06.g263500.t1.2	OTHER	0.001213	0.998787	
Cre06.g255450.t1.1	OTHER	0.004485	0.995515	
Cre06.g276550.t1.2	OTHER	0.001969	0.998031	
Cre06.g258850.t1.2	OTHER	0.000890	0.999110	
Cre06.g286700.t1.2	OTHER	0.004569	0.995431	
Cre06.g288900.t1.1	OTHER	0.002197	0.997803	
Cre06.g278121.t1.1	OTHER	0.000399	0.999601	
Cre06.g301350.t1.1	OTHER	0.002365	0.997635	
Cre06.g283150.t1.2	OTHER	0.003658	0.996342	
Cre06.g249300.t1.2	OTHER	0.001608	0.998392	
Cre06.g309650.t1.1	OTHER	0.021876	0.978124	
Cre06.g309650.t2.1	OTHER	0.021876	0.978124	
Cre06.g283800.t1.2	OTHER	0.020947	0.979053	
Cre06.g297150.t1.1	OTHER	0.002486	0.997514	
Cre06.g278273.t1.1	OTHER	0.001722	0.998278	
Cre06.g273400.t1.2	OTHER	0.003516	0.996484	
Cre06.g280350.t1.2	OTHER	0.001613	0.998387	
Cre06.g278095.t1.1	OTHER	0.009712	0.990288	
Cre06.g278095.t2.1	OTHER	0.009712	0.990288	
Cre06.g265500.t1.2	OTHER	0.000372	0.999628	
Cre06.g298850.t1.2	OTHER	0.000620	0.999380	
Cre06.g304876.t1.1	OTHER	0.380575	0.619425	
Cre06.g284950.t1.1	OTHER	0.000655	0.999345	
Cre06.g271750.t1.2	OTHER	0.000897	0.999103	
Cre06.g271750.t2.1	OTHER	0.000897	0.999103	
Cre06.g257600.t1.1	OTHER	0.000873	0.999127	
Cre06.g257600.t2.1	OTHER	0.000873	0.999127	
Cre06.g301650.t1.2	OTHER	0.001762	0.998238	
Cre06.g253900.t1.2	SP(Sec/SPI)	0.680540	0.319460	CS pos: 19-20. VLA-AP. Pr: 0.6157
Cre06.g303350.t1.2	OTHER	0.043542	0.956458	
Cre06.g277200.t1.2	OTHER	0.009989	0.990011	
Cre06.g275450.t1.1	OTHER	0.255860	0.744140	
Cre06.g263850.t1.1	OTHER	0.001717	0.998283	
Cre06.g278198.t1.1	OTHER	0.001760	0.998240	
Cre06.g256300.t1.2	OTHER	0.001999	0.998001	
Cre06.g256300.t2.1	OTHER	0.001999	0.998001	
Cre06.g265550.t1.2	OTHER	0.002966	0.997034	
Cre06.g255400.t1.2	OTHER	0.000610	0.999390	
Cre06.g298700.t1.2	OTHER	0.002659	0.997341	
Cre06.g300550.t1.2	OTHER	0.001004	0.998996	
Cre06.g295500.t1.2	OTHER	0.003019	0.996981	
Cre06.g284200.t1.2	OTHER	0.003808	0.996192	
Cre06.g296912.t1.1	OTHER	0.066579	0.933421	
Cre06.g295700.t1.1	OTHER	0.000177	0.999823	
Cre06.g298000.t1.1	OTHER	0.009564	0.990436	
Cre06.g289700.t1.2	OTHER	0.248239	0.751761	
Cre06.g296750.t1.2	OTHER	0.000552	0.999448	
Cre06.g282300.t1.2	OTHER	0.001786	0.998214	
Cre06.g308600.t1.2	OTHER	0.003341	0.996659	
Cre06.g257351.t1.1	OTHER	0.004878	0.995122	
Cre06.g284650.t1.2	OTHER	0.001192	0.998808	
Cre06.g255626.t1.1	OTHER	0.005105	0.994895	
Cre06.g263602.t1.2	OTHER	0.002225	0.997775	
Cre06.g297600.t1.2	OTHER	0.001021	0.998979	
Cre06.g253300.t1.2	OTHER	0.000507	0.999493	
Cre06.g268650.t1.1	OTHER	0.000509	0.999491	
Cre06.g268650.t2.1	OTHER	0.000350	0.999650	
Cre06.g278128.t1.1	OTHER	0.000622	0.999378	
Cre06.g254800.t1.2	OTHER	0.005106	0.994894	
Cre06.g278104.t1.1	OTHER	0.000482	0.999518	
Cre06.g308850.t1.2	OTHER	0.000560	0.999440	
Cre06.g269601.t1.1	OTHER	0.002117	0.997883	
Cre06.g278236.t1.1	OTHER	0.116167	0.883833	
Cre06.g290000.t1.1	SP(Sec/SPI)	0.975298	0.024702	CS pos: 28-29. ASA-AE. Pr: 0.8900
Cre06.g290350.t1.2	OTHER	0.000525	0.999475	
Cre06.g278211.t1.1	OTHER	0.000812	0.999188	
Cre06.g280550.t1.1	OTHER	0.000746	0.999254	
Cre06.g301800.t1.1	OTHER	0.023471	0.976529	
Cre06.g301800.t2.1	OTHER	0.023471	0.976529	
Cre06.g269950.t1.2	OTHER	0.000364	0.999636	
Cre06.g290050.t1.2	OTHER	0.002342	0.997658	
Cre06.g263100.t1.1	OTHER	0.000447	0.999553	
Cre06.g282550.t1.2	OTHER	0.003289	0.996711	
Cre06.g279750.t1.2	OTHER	0.003254	0.996746	
Cre06.g300800.t1.2	OTHER	0.002375	0.997625	
Cre06.g257450.t1.2	OTHER	0.008845	0.991155	
Cre06.g278288.t1.1	OTHER	0.004649	0.995351	
Cre06.g281526.t1.2	SP(Sec/SPI)	0.978378	0.021622	CS pos: 25-26. SVS-SP. Pr: 0.3371
Cre06.g258350.t1.1	OTHER	0.001094	0.998906	
Cre06.g278178.t1.1	OTHER	0.000505	0.999495	
Cre06.g296500.t1.2	OTHER	0.002977	0.997023	
Cre06.g269300.t1.2	OTHER	0.003341	0.996659	
Cre06.g307850.t1.2	OTHER	0.000722	0.999278	
Cre06.g303100.t1.2	OTHER	0.000540	0.999460	
Cre06.g306950.t1.1	OTHER	0.000655	0.999345	
Cre06.g278184.t1.1	OTHER	0.012264	0.987736	
Cre06.g254850.t1.1	OTHER	0.001650	0.998350	
Cre06.g251716.t1.1	OTHER	0.001992	0.998008	
Cre06.g294450.t1.1	OTHER	0.004202	0.995798	
Cre06.g262350.t1.2	OTHER	0.004616	0.995384	
Cre06.g250100.t1.2	OTHER	0.001174	0.998826	
Cre06.g260850.t1.2	OTHER	0.000560	0.999440	
Cre06.g278950.t1.1	OTHER	0.000577	0.999423	
Cre06.g276850.t1.2	OTHER	0.000372	0.999628	
Cre06.g306726.t1.1	OTHER	0.001475	0.998525	
Cre06.g277450.t1.2	OTHER	0.000826	0.999174	
Cre06.g268750.t1.2	OTHER	0.001400	0.998600	
Cre06.g310576.t1.1	OTHER	0.016532	0.983468	
Cre06.g298950.t1.2	OTHER	0.000711	0.999289	
Cre06.g272760.t1.2	OTHER	0.014350	0.985650	
