Protein,Prediction,SP(Sec/SPI),OTHER,CS Position
AN5000,OTHER,0.033973,0.9660270000000001,
AN4999,OTHER,0.0017649999999999999,0.998235,
AN4998,OTHER,0.000215,0.999785,
AN4997,OTHER,0.000745,0.9992549999999999,
AN4996,OTHER,0.000582,0.999418,
AN4995,OTHER,0.00045,0.99955,
AN4994,OTHER,0.001103,0.9988969999999999,
AN4993,OTHER,0.000769,0.999231,
AN4992,OTHER,0.002991,0.997009,
AN4991,OTHER,0.00015800000000000002,0.999842,
AN4990,OTHER,0.001207,0.998793,
AN4989,OTHER,0.080455,0.9195450000000001,
AN4988,OTHER,0.0006360000000000001,0.9993639999999999,
AN4987,OTHER,0.000462,0.9995379999999999,
AN4986,OTHER,0.001042,0.998958,
AN4985,OTHER,0.001529,0.9984709999999999,
AN4984,OTHER,0.00403,0.99597,
AN4983,OTHER,0.002242,0.997758,
AN11772,OTHER,0.001023,0.998977,
AN4982,OTHER,0.000784,0.999216,
AN4981,OTHER,0.0009019999999999999,0.9990979999999999,
AN4980,OTHER,0.000837,0.9991629999999999,
AN11771,OTHER,0.007723000000000001,0.9922770000000001,
AN4979,OTHER,0.00037,0.9996299999999999,
AN4978,OTHER,0.00048499999999999997,0.9995149999999999,
AN4977,OTHER,0.000146,0.9998540000000001,
AN4976,OTHER,0.0034700000000000004,0.9965299999999999,
AN4975,OTHER,0.009424,0.990576,
AN4974,OTHER,0.000392,0.9996079999999999,
AN4973,OTHER,0.00889,0.99111,
AN4972,OTHER,0.0022760000000000002,0.9977239999999999,
AN4971,OTHER,0.0020050000000000003,0.9979950000000001,
AN4970,SP(Sec/SPI),0.990923,0.009077,CS pos: 20-21. ATA-QI. Pr: 0.9470
AN4969,OTHER,0.000206,0.9997940000000001,
AN10610,OTHER,0.00425,0.99575,
AN10620,OTHER,0.001015,0.998985,
AN4967,OTHER,0.000759,0.9992409999999999,
AN4966,OTHER,0.000523,0.9994770000000001,
AN4965,OTHER,0.000925,0.999075,
AN4964,OTHER,0.001375,0.998625,
AN4963,OTHER,0.0020109999999999998,0.9979889999999999,
AN4962,OTHER,0.0021780000000000002,0.997822,
AN4961,OTHER,0.000789,0.9992110000000001,
AN4960,OTHER,0.00044400000000000006,0.999556,
AN4959,OTHER,0.000377,0.9996229999999999,
AN4958,OTHER,0.001743,0.998257,
AN4957,OTHER,0.0007019999999999999,0.9992979999999999,
AN4956,OTHER,0.00017900000000000001,0.999821,
AN4955,OTHER,0.000982,0.9990180000000001,
AN4954,OTHER,0.024511,0.9754889999999999,
AN4953,OTHER,0.002269,0.9977309999999999,
AN4952,OTHER,0.00044400000000000006,0.999556,
AN4951,OTHER,0.001085,0.998915,
AN4950,SP(Sec/SPI),0.960418,0.039582,CS pos: 17-18. SNA-FP. Pr: 0.7769
AN4949,OTHER,0.000603,0.999397,
AN4948,OTHER,0.0016179999999999999,0.998382,
AN4947,OTHER,0.000468,0.999532,
AN4946,OTHER,0.0008710000000000001,0.999129,
AN4945,OTHER,0.0009539999999999999,0.9990459999999999,
AN4944,OTHER,0.00035099999999999997,0.999649,
AN4943,OTHER,0.000258,0.999742,
AN4942,OTHER,0.000715,0.9992850000000001,
AN4941,OTHER,0.001662,0.998338,
AN4940,SP(Sec/SPI),0.994057,0.005943,CS pos: 18-19. AEA-VG. Pr: 0.6168
AN4939,OTHER,0.015228,0.984772,
AN4938,OTHER,0.002927,0.997073,
AN4937,OTHER,0.000699,0.999301,
AN4936,OTHER,0.000849,0.999151,
AN4935,OTHER,0.0034869999999999996,0.9965129999999999,
AN4934,OTHER,0.001327,0.9986729999999999,
AN4933,OTHER,0.004771,0.9952290000000001,
AN4932,OTHER,0.001852,0.9981479999999999,
AN4931,OTHER,0.0020570000000000002,0.997943,
AN4930,OTHER,0.0065260000000000006,0.993474,
AN11770,OTHER,0.000787,0.9992129999999999,
AN4929,OTHER,0.002589,0.997411,
AN4928,OTHER,0.002924,0.9970760000000001,
AN4927,OTHER,0.000588,0.9994120000000001,
AN4926,OTHER,0.0006129999999999999,0.999387,
AN4925,OTHER,0.0008849999999999999,0.999115,
AN4924,OTHER,0.00141,0.99859,
AN4923,OTHER,0.000958,0.999042,
AN11769,OTHER,0.058817999999999995,0.941182,
AN4922,OTHER,0.002232,0.997768,
AN4921,OTHER,0.009512999999999999,0.9904870000000001,
AN11768,OTHER,0.00255,0.99745,
AN4920,OTHER,0.00133,0.9986700000000001,
AN4919,OTHER,0.00084,0.99916,
AN4918,OTHER,0.000692,0.999308,
AN4917,OTHER,0.004282,0.995718,
AN4916,OTHER,0.0005809999999999999,0.9994190000000001,
AN4915,OTHER,0.001086,0.998914,
AN4914,OTHER,0.0019219999999999999,0.998078,
AN4913,OTHER,0.001348,0.9986520000000001,
AN4912,OTHER,0.000244,0.999756,
AN4911,OTHER,0.012957,0.987043,
AN4910,OTHER,0.001,0.999,
AN4909,OTHER,0.01167,0.9883299999999999,
AN4908,OTHER,0.0005009999999999999,0.999499,
AN4907,OTHER,0.000393,0.999607,
AN4906,OTHER,0.346911,0.653089,
AN4905,OTHER,0.000346,0.999654,
AN10615,OTHER,0.0008300000000000001,0.9991700000000001,
AN4904,OTHER,0.000269,0.9997309999999999,
AN4903,OTHER,0.001577,0.998423,
AN4902,OTHER,0.000481,0.999519,
AN4901,SP(Sec/SPI),0.975601,0.024399,CS pos: 19-20. GTA-ST. Pr: 0.4126
AN10614,OTHER,0.000522,0.9994780000000001,
AN4900,OTHER,0.0007599999999999999,0.99924,
AN4899,OTHER,0.0008150000000000001,0.999185,
AN4898,OTHER,0.0012439999999999999,0.998756,
AN4897,SP(Sec/SPI),0.980498,0.019502000000000002,CS pos: 21-22. VAG-QS. Pr: 0.5503
AN4896,OTHER,0.000807,0.999193,
AN4895,OTHER,0.302589,0.697411,
AN4894,OTHER,0.00197,0.99803,
AN4893,OTHER,0.0017870000000000002,0.9982129999999999,
AN4892,OTHER,0.00084,0.99916,
AN4891,OTHER,0.004076,0.995924,
AN4890,OTHER,0.0011480000000000001,0.9988520000000001,
AN11253,OTHER,0.001584,0.998416,
AN4889,OTHER,0.0008320000000000001,0.9991680000000001,
AN4888,OTHER,0.001182,0.998818,
AN4887,OTHER,0.002784,0.997216,
AN4886,OTHER,0.0011970000000000001,0.9988030000000001,
AN10609,OTHER,0.0049380000000000005,0.9950620000000001,
AN10618,OTHER,0.001072,0.998928,
AN10619,OTHER,0.001113,0.9988870000000001,
AN4884,OTHER,0.000459,0.999541,
AN4883,OTHER,0.000784,0.999216,
AN4882,SP(Sec/SPI),0.967299,0.032701,CS pos: 20-21. VNA-QV. Pr: 0.8637
AN4881,OTHER,0.001027,0.998973,
AN4880,OTHER,0.0005110000000000001,0.999489,
AN4879,OTHER,0.0021739999999999997,0.997826,
AN4878,OTHER,0.00143,0.9985700000000001,
AN4877,OTHER,0.000375,0.999625,
AN4876,OTHER,0.00022799999999999999,0.9997719999999999,
AN4875,OTHER,0.00027,0.9997299999999999,
AN4874,OTHER,0.211934,0.7880659999999999,
AN4873,OTHER,0.00078,0.9992200000000001,
AN4872,OTHER,0.00246,0.99754,
AN4871,OTHER,0.0037560000000000002,0.996244,
AN11767,OTHER,0.0018789999999999998,0.9981209999999999,
AN4870,OTHER,0.001359,0.998641,
AN4869,OTHER,0.000917,0.9990829999999999,
AN4868,OTHER,0.00018,0.99982,
AN4867,OTHER,0.000819,0.999181,
AN4866,OTHER,0.001068,0.9989319999999999,
AN4865,OTHER,0.000534,0.999466,
AN4864,OTHER,0.002352,0.997648,
AN4863,OTHER,0.020359,0.979641,
AN4862,OTHER,0.0009480000000000001,0.999052,
AN4861,OTHER,0.000463,0.9995370000000001,
AN11766,OTHER,0.00731,0.99269,
AN4860,SP(Sec/SPI),0.959144,0.040856,CS pos: 21-22. AAG-IP. Pr: 0.4939
AN4859,OTHER,0.004177,0.9958229999999999,
AN10617,OTHER,0.013013999999999998,0.986986,
AN10608,OTHER,0.0014089999999999999,0.998591,
AN11765,SP(Sec/SPI),0.9971770000000001,0.002823,CS pos: 17-18. TAG-FS. Pr: 0.5182
AN4857,OTHER,0.000641,0.999359,
AN10616,OTHER,0.000591,0.999409,
AN10607,OTHER,0.00165,0.99835,
AN12459,OTHER,0.001299,0.9987010000000001,
AN9526,OTHER,0.000424,0.999576,
AN4855,OTHER,0.00539,0.99461,
AN4854,OTHER,0.000458,0.999542,
AN4853,SP(Sec/SPI),0.77551,0.22449000000000002,CS pos: 32-33. VKS-IP. Pr: 0.3955
AN4852,OTHER,0.001295,0.998705,
AN10603,OTHER,0.001068,0.9989319999999999,
AN10606,OTHER,0.002405,0.9975950000000001,
AN4850,OTHER,0.0012439999999999999,0.998756,
AN4849,SP(Sec/SPI),0.9969389999999999,0.003061,CS pos: 21-22. SVA-LS. Pr: 0.3763
AN4848,OTHER,0.361998,0.6380020000000001,
AN10602,OTHER,0.0029059999999999997,0.997094,
AN10605,SP(Sec/SPI),0.9388190000000001,0.06118099999999999,CS pos: 17-18. CAG-FP. Pr: 0.4155
AN4846,SP(Sec/SPI),0.9636020000000001,0.036398,CS pos: 19-20. IAA-KC. Pr: 0.3252
AN4845,SP(Sec/SPI),0.987844,0.012156,CS pos: 24-25. CDA-SS. Pr: 0.8758
AN10604,OTHER,0.0023940000000000003,0.997606,
AN10601,OTHER,0.034335000000000004,0.965665,
AN4843,OTHER,0.001545,0.998455,
AN4842,OTHER,0.000616,0.999384,
AN4841,OTHER,0.0014,0.9986,
AN4840,OTHER,0.00212,0.9978799999999999,
AN4839,OTHER,0.000897,0.9991030000000001,
AN4838,OTHER,0.001131,0.998869,
AN4837,OTHER,0.000252,0.999748,
AN4836,OTHER,0.000405,0.9995950000000001,
AN4835,OTHER,0.000987,0.9990129999999999,
AN4834,OTHER,0.0005549999999999999,0.999445,
AN4833,OTHER,0.22660999999999998,0.7733899999999999,
AN4832,OTHER,0.001632,0.998368,
AN4831,OTHER,0.003232,0.996768,
AN4830,OTHER,0.000698,0.999302,
AN4829,OTHER,0.002118,0.9978819999999999,
AN10599,OTHER,0.001941,0.998059,
AN10600,OTHER,0.003312,0.9966879999999999,
AN4827,OTHER,0.004258,0.995742,
AN4826,OTHER,0.000712,0.999288,
AN4825,SP(Sec/SPI),0.9835959999999999,0.016404,CS pos: 20-21. AIA-SP. Pr: 0.7548
AN4824,OTHER,0.015899,0.984101,
AN4823,SP(Sec/SPI),0.776898,0.223102,CS pos: 22-23. TSA-VQ. Pr: 0.5398
AN9445,OTHER,0.000591,0.999409,
AN9446,OTHER,0.0013859999999999999,0.9986139999999999,
AN11232,OTHER,0.002157,0.997843,
AN11233,SP(Sec/SPI),0.7175819999999999,0.282418,CS pos: 18-19. VAG-LR. Pr: 0.3965
AN4822,OTHER,0.0005480000000000001,0.999452,
AN4821,OTHER,0.0007059999999999999,0.999294,
AN10597,OTHER,0.002293,0.997707,
AN4820,OTHER,0.000342,0.999658,
AN4819,OTHER,0.0011330000000000001,0.9988670000000001,
AN4818,OTHER,0.00072,0.99928,
AN4817,OTHER,0.001064,0.998936,
AN4816,OTHER,0.0011769999999999999,0.9988229999999999,
AN4815,OTHER,0.000778,0.9992219999999999,
AN12225,OTHER,0.001167,0.998833,
AN4814,SP(Sec/SPI),0.968776,0.031224000000000002,CS pos: 21-22. VLS-DK. Pr: 0.9032
AN4813,OTHER,0.00021,0.99979,
AN4812,SP(Sec/SPI),0.9912799999999999,0.00872,CS pos: 19-20. AAA-IP. Pr: 0.8767
AN4811,OTHER,0.006101,0.993899,
AN4810,SP(Sec/SPI),0.835573,0.164427,CS pos: 20-21. AGA-LT. Pr: 0.6015
AN4809,SP(Sec/SPI),0.991516,0.008484,CS pos: 19-20. TGA-AS. Pr: 0.4184
AN10598,OTHER,0.0008289999999999999,0.9991709999999999,
AN10595,OTHER,0.000593,0.9994069999999999,
AN4807,OTHER,0.002834,0.997166,
AN4806,OTHER,0.000915,0.999085,
AN4805,OTHER,0.000776,0.999224,
AN4804,OTHER,0.0005650000000000001,0.9994350000000001,
AN4803,OTHER,0.00035800000000000003,0.999642,
AN4802,OTHER,0.001283,0.998717,
AN4801,OTHER,0.000767,0.999233,
AN4800,OTHER,0.001062,0.9989379999999999,
AN4799,OTHER,0.001064,0.998936,
AN10594,OTHER,0.000484,0.999516,
AN10596,OTHER,0.0042369999999999994,0.995763,
AN4797,OTHER,0.000463,0.9995370000000001,
AN4796,OTHER,0.040607,0.959393,
AN4795,OTHER,0.001361,0.9986389999999999,
AN4794,OTHER,0.00043,0.9995700000000001,
AN4793,OTHER,0.003445,0.996555,
AN4792,OTHER,0.000504,0.9994959999999999,
AN4791,OTHER,0.001865,0.998135,
AN4790,OTHER,0.001035,0.998965,
AN4789,OTHER,0.001416,0.998584,
AN4788,OTHER,0.000721,0.9992790000000001,
AN4787,OTHER,0.001291,0.9987090000000001,
AN4786,OTHER,0.002359,0.997641,
AN4785,OTHER,0.001425,0.998575,
AN4784,OTHER,0.00082,0.99918,
AN12224,OTHER,0.001459,0.998541,
AN4783,OTHER,0.0006940000000000001,0.9993059999999999,
AN4782,OTHER,0.000814,0.999186,
AN4781,OTHER,0.005866,0.994134,
AN4780,OTHER,0.001484,0.998516,
AN4779,OTHER,0.002022,0.997978,
AN4778,OTHER,0.000218,0.999782,
AN4777,OTHER,0.004121,0.9958790000000001,
AN4776,OTHER,0.015237,0.9847629999999999,
AN4775,OTHER,0.000615,0.9993850000000001,
AN4774,OTHER,0.006302,0.993698,
AN12223,OTHER,0.000993,0.999007,
AN4773,OTHER,0.0019510000000000003,0.998049,
AN12222,OTHER,0.0006219999999999999,0.9993780000000001,
AN12221,OTHER,0.004294,0.995706,
AN4771,OTHER,0.0026379999999999997,0.9973620000000001,
AN9485,OTHER,0.001257,0.998743,
AN9486,OTHER,0.000732,0.999268,
AN10593,OTHER,0.0007480000000000001,0.999252,
AN4770,OTHER,0.000585,0.9994149999999999,
AN4769,OTHER,0.000766,0.9992340000000001,
AN4768,OTHER,0.000781,0.9992190000000001,
AN4767,OTHER,0.0013859999999999999,0.9986139999999999,
AN4766,OTHER,0.031018,0.968982,
AN10584,OTHER,0.000463,0.9995370000000001,
AN10591,OTHER,0.001137,0.998863,
AN4764,OTHER,0.0010949999999999998,0.9989049999999999,
AN4763,OTHER,0.001356,0.9986440000000001,
AN4762,OTHER,0.000989,0.9990110000000001,
AN4761,OTHER,0.000866,0.999134,
AN4760,OTHER,0.000683,0.999317,
AN4759,OTHER,0.000337,0.999663,
AN4758,OTHER,0.000439,0.999561,
AN4757,OTHER,0.0008150000000000001,0.999185,
AN10583,OTHER,0.0017219999999999998,0.9982780000000001,
AN10586,OTHER,0.004482,0.995518,
AN10590,OTHER,0.00028,0.99972,
AN4755,OTHER,0.00579,0.99421,
AN4754,OTHER,0.010687,0.9893129999999999,
AN4753,OTHER,0.001592,0.998408,
AN4752,OTHER,0.0029010000000000004,0.997099,
AN4751,OTHER,0.0007740000000000001,0.9992260000000001,
AN4750,OTHER,0.000429,0.9995709999999999,
AN4749,OTHER,0.0011220000000000002,0.998878,
AN4748,OTHER,0.000162,0.9998379999999999,
AN4747,OTHER,0.067649,0.932351,
AN4746,OTHER,0.000233,0.999767,
AN4745,OTHER,0.000772,0.9992280000000001,
AN4744,OTHER,0.001971,0.998029,
AN4743,OTHER,0.003578,0.9964219999999999,
AN4742,OTHER,0.000512,0.9994879999999999,
AN11978,OTHER,0.000962,0.9990379999999999,
AN4741,OTHER,0.002584,0.997416,
AN4740,OTHER,0.002482,0.997518,
AN4739,OTHER,0.001207,0.998793,
AN4738,OTHER,0.035367,0.964633,
AN10582,OTHER,0.000653,0.999347,
AN10585,OTHER,0.003392,0.9966079999999999,
AN4736,OTHER,0.000379,0.9996209999999999,
AN4735,OTHER,0.49828500000000003,0.5017149999999999,
AN4734,OTHER,0.0009880000000000002,0.9990120000000001,
AN4733,OTHER,0.0004940000000000001,0.9995059999999999,
AN4732,OTHER,0.000811,0.999189,
AN4731,OTHER,0.000554,0.999446,
AN4730,OTHER,0.001924,0.9980760000000001,
AN4729,OTHER,0.000522,0.9994780000000001,
AN4728,SP(Sec/SPI),0.9876309999999999,0.012369,CS pos: 19-20. AFA-IY. Pr: 0.7371
AN4727,OTHER,0.006261,0.9937389999999999,
AN4726,OTHER,0.003442,0.9965579999999999,
AN4725,OTHER,0.000606,0.999394,
AN4724,OTHER,0.0007030000000000001,0.9992969999999999,
AN4723,OTHER,0.022219,0.9777809999999999,
AN11977,OTHER,0.006716,0.9932840000000001,
AN4722,OTHER,0.012401,0.987599,
AN4721,OTHER,0.00028700000000000004,0.999713,
AN11976,OTHER,0.001106,0.9988940000000001,
AN4720,OTHER,0.000883,0.999117,
AN4719,OTHER,0.000643,0.9993569999999999,
AN4718,OTHER,0.073505,0.9264950000000001,
AN4717,OTHER,0.000997,0.9990030000000001,
AN4716,SP(Sec/SPI),0.749383,0.25061700000000003,CS pos: 26-27. SHS-GP. Pr: 0.6148
AN4715,OTHER,0.001168,0.9988319999999999,
AN4714,OTHER,0.002385,0.9976149999999999,
AN4713,OTHER,0.000708,0.999292,
AN10589,OTHER,0.000421,0.9995790000000001,
AN10581,OTHER,0.00106,0.9989399999999999,
AN4711,OTHER,0.000541,0.999459,
AN4710,OTHER,0.0005480000000000001,0.999452,
AN4709,OTHER,0.001254,0.9987459999999999,
AN4708,OTHER,0.00041,0.99959,
AN4707,OTHER,0.0009119999999999999,0.9990879999999999,
AN4706,OTHER,0.001149,0.998851,
AN4705,OTHER,0.005013,0.9949870000000001,
AN4704,OTHER,0.001015,0.998985,
AN4703,OTHER,0.003423,0.996577,
AN4702,SP(Sec/SPI),0.9935649999999999,0.006435,CS pos: 23-24. ANA-HT. Pr: 0.8877
AN4701,OTHER,0.000298,0.9997020000000001,
AN4700,OTHER,0.003025,0.996975,
AN4699,OTHER,0.0018170000000000003,0.998183,
AN4698,OTHER,0.0024059999999999997,0.9975940000000001,
AN10592,OTHER,0.0015810000000000002,0.9984190000000001,
AN4697,OTHER,0.0021149999999999997,0.997885,
AN4696,OTHER,0.000244,0.999756,
AN4695,OTHER,0.001248,0.9987520000000001,
AN4694,OTHER,0.000805,0.999195,
AN10580,OTHER,0.0005480000000000001,0.999452,
AN10588,OTHER,0.04899,0.95101,
AN4692,OTHER,0.002959,0.997041,
AN4691,OTHER,0.0017929999999999999,0.998207,
AN4690,OTHER,0.000735,0.999265,
AN4689,OTHER,0.00026000000000000003,0.99974,
AN4688,OTHER,0.000376,0.999624,
AN4687,OTHER,0.001557,0.9984430000000001,
AN4686,SP(Sec/SPI),0.5719489999999999,0.428051,CS pos: 21-22. VIA-KK. Pr: 0.4439
AN4685,OTHER,0.026594,0.973406,
AN4684,OTHER,0.001638,0.9983620000000001,
AN11975,OTHER,0.0012490000000000001,0.998751,
AN4683,SP(Sec/SPI),0.992751,0.007248999999999999,CS pos: 18-19. VNA-LS. Pr: 0.6139
AN4682,OTHER,0.007734,0.992266,
AN4681,OTHER,0.001918,0.998082,
AN4680,OTHER,0.0008269999999999999,0.999173,
AN11974,OTHER,0.000849,0.999151,
AN4678,OTHER,0.000562,0.9994379999999999,
AN4677,OTHER,0.001755,0.998245,
AN4676,OTHER,0.000552,0.999448,
AN4675,OTHER,0.001375,0.998625,
AN4674,SP(Sec/SPI),0.998366,0.001634,CS pos: 23-24. VDS-SS. Pr: 0.7912
AN4673,SP(Sec/SPI),0.801374,0.198626,CS pos: 22-23. SHS-AP. Pr: 0.5730
AN4672,OTHER,0.000968,0.9990319999999999,
AN4671,OTHER,0.049002,0.950998,
AN4670,OTHER,0.0009689999999999999,0.999031,
AN4669,OTHER,0.001423,0.998577,
AN4668,OTHER,0.000487,0.9995129999999999,
AN11973,SP(Sec/SPI),0.933919,0.066081,CS pos: 38-39. ITA-AP. Pr: 0.7846
AN4667,OTHER,0.012053,0.9879469999999999,
AN4666,OTHER,0.0019149999999999998,0.998085,
AN4665,OTHER,0.001194,0.998806,
AN4664,OTHER,0.0002,0.9998,
AN4663,OTHER,0.009685,0.990315,
AN4662,OTHER,0.000907,0.999093,
AN4660,OTHER,0.000308,0.999692,
AN4659,OTHER,0.002085,0.997915,
AN4658,OTHER,0.0010960000000000002,0.9989040000000001,
AN12165,OTHER,0.037118,0.962882,
AN4657,OTHER,0.001534,0.998466,
AN4655,OTHER,0.000344,0.999656,
AN4654,OTHER,0.000641,0.999359,
AN4653,OTHER,0.002165,0.997835,
AN4652,OTHER,0.001062,0.9989379999999999,
AN10574,OTHER,0.001449,0.998551,
AN10578,OTHER,0.012798,0.987202,
AN4650,OTHER,0.004233,0.995767,
AN4649,OTHER,0.002704,0.997296,
AN4648,OTHER,0.0009519999999999999,0.9990479999999999,
AN4647,OTHER,0.000667,0.999333,
AN4646,OTHER,0.000556,0.999444,
AN4645,OTHER,0.001411,0.998589,
AN4644,OTHER,0.004443,0.995557,
AN4643,OTHER,0.001398,0.998602,
AN4642,OTHER,0.029637,0.9703629999999999,
AN10573,OTHER,0.0058119999999999995,0.994188,
AN10576,OTHER,0.000654,0.999346,
AN4640,OTHER,0.002379,0.9976209999999999,
AN4639,OTHER,0.000655,0.999345,
AN4638,OTHER,0.0012439999999999999,0.998756,
AN12164,OTHER,0.004435000000000001,0.9955649999999999,
AN4637,OTHER,0.20297,0.79703,
AN4636,OTHER,0.001377,0.9986229999999999,
AN10572,OTHER,0.000377,0.9996229999999999,
AN10575,SP(Sec/SPI),0.9938049999999999,0.006195,CS pos: 21-22. AAA-DE. Pr: 0.8070
AN4634,OTHER,0.0024010000000000004,0.997599,
AN4633,OTHER,0.001743,0.998257,
AN4632,OTHER,0.000904,0.9990959999999999,
AN4631,OTHER,0.00043099999999999996,0.999569,
AN4630,OTHER,0.20515,0.79485,
