# SignalP-5.0	Organism: Eukarya	Timestamp: 20200731051739
# ID	Prediction	SP(Sec/SPI)	OTHER	CS Position
Cre01.g049300.t1.1	OTHER	0.000641	0.999359	
Cre01.g037300.t1.2	OTHER	0.003518	0.996482	
Cre01.g037300.t2.1	OTHER	0.003518	0.996482	
Cre01.g037300.t3.1	OTHER	0.003518	0.996482	
Cre01.g050100.t1.2	OTHER	0.003957	0.996043	
Cre01.g020350.t1.2	OTHER	0.003366	0.996634	
Cre01.g036200.t1.2	OTHER	0.010346	0.989654	
Cre01.g040500.t1.2	OTHER	0.005495	0.994505	
Cre01.g000400.t1.2	SP(Sec/SPI)	0.992670	0.007330	CS pos: 18-19. AGG-TP. Pr: 0.5730
Cre01.g023600.t1.2	OTHER	0.001731	0.998269	
Cre01.g040050.t1.1	OTHER	0.003301	0.996699	
Cre01.g006202.t1.1	OTHER	0.111370	0.888630	
Cre01.g031500.t1.2	SP(Sec/SPI)	0.996775	0.003225	CS pos: 25-26. ASA-GP. Pr: 0.8703
Cre01.g008000.t1.2	OTHER	0.000507	0.999493	
Cre01.g042450.t1.1	OTHER	0.004352	0.995648	
Cre01.g006500.t1.1	OTHER	0.001438	0.998562	
Cre01.g040600.t1.1	OTHER	0.001242	0.998758	
Cre01.g013769.t1.2	OTHER	0.009338	0.990662	
Cre01.g003500.t1.2	OTHER	0.000336	0.999664	
Cre01.g025000.t1.2	OTHER	0.002312	0.997688	
Cre01.g065092.t1.1	OTHER	0.000895	0.999105	
Cre01.g034875.t1.1	OTHER	0.053931	0.946069	
Cre01.g018184.t1.2	OTHER	0.018614	0.981386	
Cre01.g022283.t1.1	OTHER	0.001738	0.998262	
Cre01.g022283.t2.1	OTHER	0.001738	0.998262	
Cre01.g042650.t1.2	OTHER	0.002063	0.997937	
Cre01.g014100.t1.2	OTHER	0.001012	0.998988	
Cre01.g055420.t1.1	OTHER	0.001007	0.998993	
Cre01.g008550.t1.1	OTHER	0.002163	0.997837	
Cre01.g007350.t1.2	OTHER	0.000992	0.999008	
Cre01.g053550.t1.1	OTHER	0.001205	0.998795	
Cre01.g037900.t1.1	OTHER	0.001249	0.998751	
Cre01.g048000.t1.1	OTHER	0.000684	0.999316	
Cre01.g036900.t1.1	SP(Sec/SPI)	0.706298	0.293702	CS pos: 29-30. VIA-SE. Pr: 0.5335
Cre01.g001678.t1.1	OTHER	0.003254	0.996746	
Cre01.g001678.t2.1	OTHER	0.003254	0.996746	
Cre01.g055966.t1.1	OTHER	0.000902	0.999098	
Cre01.g014250.t1.1	OTHER	0.004392	0.995608	
Cre01.g041150.t1.1	OTHER	0.023900	0.976100	
Cre01.g043400.t1.2	OTHER	0.000318	0.999682	
Cre01.g035650.t1.2	OTHER	0.000703	0.999297	
Cre01.g024251.t1.2	OTHER	0.001068	0.998932	
Cre01.g033516.t1.1	OTHER	0.000984	0.999016	
Cre01.g020918.t1.1	OTHER	0.001521	0.998479	
Cre01.g028777.t1.2	OTHER	0.011209	0.988791	
Cre01.g022950.t1.2	OTHER	0.010299	0.989701	
Cre01.g001150.t1.1	OTHER	0.001074	0.998926	
Cre01.g032050.t1.2	OTHER	0.427249	0.572751	
Cre01.g031200.t1.2	OTHER	0.002304	0.997696	
Cre01.g004450.t1.2	OTHER	0.000628	0.999372	
Cre01.g052750.t1.1	SP(Sec/SPI)	0.996147	0.003853	CS pos: 23-24. VDA-ES. Pr: 0.6647
Cre01.g009765.t1.1	OTHER	0.005252	0.994748	
Cre01.g030550.t1.2	OTHER	0.029946	0.970054	
Cre01.g003300.t1.2	SP(Sec/SPI)	0.998920	0.001080	CS pos: 22-23. VAA-QP. Pr: 0.8898
Cre01.g013000.t1.1	OTHER	0.040563	0.959437	
Cre01.g003487.t1.1	OTHER	0.000587	0.999413	
Cre01.g005550.t1.2	OTHER	0.003801	0.996199	
Cre01.g039950.t1.2	SP(Sec/SPI)	0.950311	0.049689	CS pos: 23-24. ASA-GL. Pr: 0.6195
Cre01.g033150.t1.2	OTHER	0.000979	0.999021	
Cre01.g016400.t1.1	OTHER	0.012028	0.987972	
Cre01.g020000.t1.1	OTHER	0.011943	0.988057	
Cre01.g000017.t1.1	OTHER	0.004605	0.995395	
Cre01.g028400.t1.1	OTHER	0.354614	0.645386	
Cre01.g029850.t1.2	OTHER	0.001974	0.998026	
Cre01.g051625.t1.1	OTHER	0.008308	0.991692	
Cre01.g042800.t1.2	OTHER	0.000435	0.999565	
Cre01.g002787.t1.1	OTHER	0.001165	0.998835	
Cre01.g005900.t1.1	OTHER	0.004972	0.995028	
Cre01.g010880.t1.1	OTHER	0.001517	0.998483	
Cre01.g023150.t1.2	OTHER	0.000839	0.999161	
Cre01.g009325.t1.1	OTHER	0.001753	0.998247	
Cre01.g009000.t1.1	OTHER	0.002046	0.997954	
Cre01.g000550.t1.2	SP(Sec/SPI)	0.959407	0.040593	CS pos: 23-24. ASG-DL. Pr: 0.7753
Cre01.g046324.t1.1	OTHER	0.006234	0.993766	
Cre01.g047300.t1.2	OTHER	0.003934	0.996066	
Cre01.g002250.t1.2	OTHER	0.002052	0.997948	
Cre01.g021400.t1.2	OTHER	0.000218	0.999782	
Cre01.g011750.t1.1	OTHER	0.003076	0.996924	
Cre01.g043901.t1.1	OTHER	0.071744	0.928256	
Cre01.g032200.t1.2	OTHER	0.000962	0.999038	
Cre01.g033250.t1.2	OTHER	0.010901	0.989099	
Cre01.g055000.t1.1	OTHER	0.025047	0.974953	
Cre01.g016450.t1.1	OTHER	0.001493	0.998507	
Cre01.g028423.t1.2	OTHER	0.001961	0.998039	
Cre01.g001671.t1.1	OTHER	0.000620	0.999380	
Cre01.g017951.t1.1	OTHER	0.005955	0.994045	
Cre01.g047650.t1.2	OTHER	0.007175	0.992825	
Cre01.g020650.t1.1	OTHER	0.001011	0.998989	
Cre01.g028650.t1.2	OTHER	0.002286	0.997714	
Cre01.g044300.t1.2	SP(Sec/SPI)	0.996462	0.003538	CS pos: 20-21. SAA-QY. Pr: 0.8605
Cre01.g050316.t1.1	OTHER	0.003244	0.996756	
Cre01.g050316.t2.1	OTHER	0.003244	0.996756	
Cre01.g029600.t1.2	OTHER	0.001562	0.998438	
Cre01.g004200.t1.2	OTHER	0.000916	0.999084	
Cre01.g002201.t1.2	OTHER	0.001431	0.998569	
Cre01.g002201.t2.1	OTHER	0.001431	0.998569	
Cre01.g045752.t1.1	OTHER	0.005605	0.994395	
Cre01.g033071.t1.1	OTHER	0.208214	0.791786	
Cre01.g012600.t1.1	OTHER	0.004449	0.995551	
Cre01.g001950.t1.2	OTHER	0.153491	0.846509	
Cre01.g006250.t1.2	OTHER	0.005286	0.994714	
Cre01.g024900.t1.1	OTHER	0.005979	0.994021	
Cre01.g032300.t1.2	OTHER	0.001242	0.998758	
Cre01.g049200.t1.1	OTHER	0.042741	0.957259	
Cre01.g003463.t1.1	OTHER	0.002027	0.997973	
Cre01.g009150.t1.1	OTHER	0.071177	0.928823	
Cre01.g012550.t1.1	OTHER	0.002431	0.997569	
Cre01.g055440.t1.1	OTHER	0.002201	0.997799	
Cre01.g019750.t1.1	OTHER	0.001235	0.998765	
Cre01.g005126.t1.1	OTHER	0.001075	0.998925	
Cre01.g027500.t1.1	OTHER	0.001812	0.998188	
Cre01.g016800.t1.1	OTHER	0.001527	0.998473	
Cre01.g035550.t1.1	OTHER	0.001244	0.998756	
Cre01.g045000.t1.2	SP(Sec/SPI)	0.816835	0.183165	CS pos: 38-39. ACA-AG. Pr: 0.3502
Cre01.g035350.t1.2	OTHER	0.002063	0.997937	
Cre01.g037400.t1.1	OTHER	0.001725	0.998275	
Cre01.g023250.t1.1	OTHER	0.000690	0.999310	
Cre01.g039600.t1.1	OTHER	0.004065	0.995935	
Cre01.g026950.t1.2	OTHER	0.001050	0.998950	
Cre01.g006050.t1.1	OTHER	0.001372	0.998628	
Cre01.g005400.t1.1	OTHER	0.000683	0.999317	
Cre01.g000150.t1.2	SP(Sec/SPI)	0.991164	0.008836	CS pos: 31-32. VRA-DE. Pr: 0.9506
Cre01.g003000.t1.1	OTHER	0.134461	0.865539	
Cre01.g033000.t1.2	OTHER	0.000918	0.999082	
Cre01.g031900.t1.1	OTHER	0.062090	0.937910	
Cre01.g019100.t1.2	OTHER	0.002408	0.997592	
Cre01.g019900.t1.2	OTHER	0.007261	0.992739	
Cre01.g023450.t1.2	OTHER	0.002400	0.997600	
Cre01.g035800.t1.2	OTHER	0.000660	0.999340	
Cre01.g053500.t1.1	OTHER	0.001382	0.998618	
Cre01.g027050.t1.1	OTHER	0.000550	0.999450	
Cre01.g049826.t1.1	OTHER	0.283521	0.716479	
Cre01.g053250.t1.1	OTHER	0.000308	0.999692	
Cre01.g070202.t1.1	OTHER	0.001287	0.998713	
Cre01.g022600.t1.1	SP(Sec/SPI)	0.982947	0.017053	CS pos: 22-23. VRG-AT. Pr: 0.7256
Cre01.g022600.t2.1	SP(Sec/SPI)	0.982947	0.017053	CS pos: 22-23. VRG-AT. Pr: 0.7256
Cre01.g029250.t1.2	OTHER	0.003559	0.996441	
Cre01.g032700.t1.2	OTHER	0.000488	0.999512	
Cre01.g051137.t1.1	OTHER	0.001250	0.998750	
Cre01.g034100.t1.1	OTHER	0.002119	0.997881	
Cre01.g034100.t2.1	OTHER	0.002119	0.997881	
Cre01.g008800.t1.1	OTHER	0.001639	0.998361	
Cre01.g034400.t1.1	OTHER	0.005014	0.994986	
Cre01.g001550.t1.1	OTHER	0.000964	0.999036	
Cre01.g042050.t1.2	OTHER	0.049372	0.950628	
Cre01.g003450.t1.1	OTHER	0.002549	0.997451	
Cre01.g003450.t2.1	OTHER	0.002549	0.997451	
Cre01.g055412.t1.1	OTHER	0.002273	0.997727	
Cre01.g012900.t1.1	OTHER	0.001302	0.998698	
Cre01.g041426.t1.1	OTHER	0.001563	0.998437	
Cre01.g005651.t1.1	OTHER	0.001297	0.998703	
Cre01.g034550.t1.2	OTHER	0.000413	0.999587	
Cre01.g051900.t1.2	OTHER	0.017700	0.982300	
Cre01.g015750.t1.2	OTHER	0.010128	0.989872	
Cre01.g024000.t1.1	OTHER	0.001326	0.998674	
Cre01.g060712.t1.1	OTHER	0.000763	0.999237	
Cre01.g027764.t1.2	OTHER	0.001317	0.998683	
Cre01.g054600.t1.1	OTHER	0.028622	0.971378	
Cre01.g046052.t1.1	SP(Sec/SPI)	0.593896	0.406104	CS pos: 19-20. ADA-RV. Pr: 0.3643
Cre01.g026400.t1.1	OTHER	0.014842	0.985158	
Cre01.g007550.t1.1	SP(Sec/SPI)	0.834395	0.165605	CS pos: 25-26. GLA-SD. Pr: 0.5463
Cre01.g007100.t1.1	OTHER	0.100021	0.899979	
Cre01.g013150.t1.2	OTHER	0.002337	0.997663	
Cre01.g068012.t1.1	OTHER	0.001588	0.998412	
Cre01.g031700.t1.1	SP(Sec/SPI)	0.959917	0.040083	CS pos: 20-21. AWA-AR. Pr: 0.8657
Cre01.g031700.t2.1	SP(Sec/SPI)	0.959917	0.040083	CS pos: 20-21. AWA-AR. Pr: 0.8657
Cre01.g031700.t3.1	SP(Sec/SPI)	0.959917	0.040083	CS pos: 20-21. AWA-AR. Pr: 0.8657
Cre01.g049500.t1.2	OTHER	0.000485	0.999515	
Cre01.g043500.t1.1	OTHER	0.000962	0.999038	
Cre01.g008700.t1.2	OTHER	0.000656	0.999344	
Cre01.g022400.t1.1	OTHER	0.339724	0.660276	
Cre01.g017550.t1.1	OTHER	0.003525	0.996475	
Cre01.g055316.t1.1	OTHER	0.012483	0.987517	
Cre01.g055316.t2.1	OTHER	0.012483	0.987517	
Cre01.g047218.t1.2	OTHER	0.001754	0.998246	
Cre01.g035900.t1.1	OTHER	0.002060	0.997940	
Cre01.g013700.t2.1	OTHER	0.001580	0.998420	
Cre01.g013700.t1.2	OTHER	0.001580	0.998420	
Cre01.g014650.t1.2	SP(Sec/SPI)	0.971743	0.028257	CS pos: 23-24. VQG-SR. Pr: 0.9075
Cre01.g044600.t1.2	OTHER	0.001638	0.998362	
Cre01.g016651.t1.1	OTHER	0.003663	0.996337	
Cre01.g028101.t1.1	OTHER	0.019107	0.980893	
Cre01.g006642.t1.1	OTHER	0.002480	0.997520	
Cre01.g000850.t1.2	OTHER	0.000224	0.999776	
Cre01.g040701.t1.1	OTHER	0.000612	0.999388	
Cre01.g025650.t1.2	SP(Sec/SPI)	0.746717	0.253283	CS pos: 42-43. ASA-GR. Pr: 0.5302
Cre01.g036800.t1.1	OTHER	0.000562	0.999438	
Cre01.g050608.t1.1	OTHER	0.001683	0.998317	
Cre01.g050608.t2.1	OTHER	0.001683	0.998317	
Cre01.g040850.t1.2	OTHER	0.015795	0.984205	
Cre01.g040850.t2.1	OTHER	0.015795	0.984205	
Cre01.g032750.t1.2	OTHER	0.001386	0.998614	
Cre01.g046150.t1.1	OTHER	0.003814	0.996186	
Cre01.g030850.t1.2	OTHER	0.000229	0.999771	
Cre01.g010650.t1.2	OTHER	0.001076	0.998924	
Cre01.g011250.t1.1	OTHER	0.000440	0.999560	
Cre01.g006850.t1.2	OTHER	0.003809	0.996191	
Cre01.g025850.t1.2	OTHER	0.057691	0.942309	
Cre01.g010201.t1.1	SP(Sec/SPI)	0.963207	0.036793	CS pos: 31-32. ADA-GR. Pr: 0.7863
Cre01.g047200.t1.1	SP(Sec/SPI)	0.570313	0.429687	CS pos: 45-46. AWA-RS. Pr: 0.3744
Cre01.g047200.t2.1	SP(Sec/SPI)	0.570313	0.429687	CS pos: 45-46. AWA-RS. Pr: 0.3744
Cre01.g051800.t1.1	OTHER	0.001513	0.998487	
Cre01.g052850.t1.1	OTHER	0.000355	0.999645	
Cre01.g058156.t1.1	OTHER	0.000893	0.999107	
Cre01.g038300.t1.2	OTHER	0.002189	0.997811	
Cre01.g054100.t1.1	OTHER	0.003153	0.996847	
Cre01.g031400.t1.2	OTHER	0.000628	0.999372	
Cre01.g055550.t1.2	OTHER	0.007011	0.992989	
Cre01.g044100.t1.2	OTHER	0.000952	0.999048	
Cre01.g009550.t1.1	OTHER	0.003976	0.996024	
Cre01.g029350.t1.2	OTHER	0.001624	0.998376	
Cre01.g023900.t1.1	OTHER	0.001284	0.998716	
Cre01.g006576.t1.1	OTHER	0.061521	0.938479	
Cre01.g019600.t1.2	OTHER	0.002637	0.997363	
Cre01.g038600.t1.2	OTHER	0.002162	0.997838	
Cre01.g055477.t1.1	OTHER	0.001344	0.998656	
Cre01.g012700.t1.2	OTHER	0.001124	0.998876	
Cre01.g067647.t1.1	OTHER	0.002198	0.997802	
Cre01.g010350.t1.2	OTHER	0.002101	0.997899	
Cre01.g020800.t1.2	OTHER	0.008386	0.991614	
Cre01.g008450.t1.2	OTHER	0.000482	0.999518	
Cre01.g022250.t1.1	OTHER	0.004497	0.995503	
Cre01.g009850.t1.2	OTHER	0.000377	0.999623	
Cre01.g001200.t1.1	OTHER	0.019821	0.980179	
Cre01.g045903.t1.1	OTHER	0.004475	0.995525	
Cre01.g024800.t1.1	SP(Sec/SPI)	0.976966	0.023034	CS pos: 27-28. SIA-AR. Pr: 0.5714
Cre01.g050300.t1.1	OTHER	0.010438	0.989562	
Cre01.g034150.t1.1	OTHER	0.032069	0.967931	
Cre01.g042550.t1.1	SP(Sec/SPI)	0.803523	0.196477	CS pos: 24-25. VVA-AR. Pr: 0.4274
Cre01.g047229.t1.2	OTHER	0.001074	0.998926	
Cre01.g011150.t1.1	OTHER	0.002063	0.997937	
Cre01.g002861.t1.1	OTHER	0.016932	0.983068	
Cre01.g014751.t1.1	OTHER	0.001605	0.998395	
Cre01.g012100.t1.1	OTHER	0.022505	0.977495	
Cre01.g036500.t1.2	OTHER	0.076010	0.923990	
Cre01.g036500.t2.1	OTHER	0.002485	0.997515	
Cre01.g007901.t1.1	OTHER	0.019004	0.980996	
Cre01.g007901.t3.1	OTHER	0.462393	0.537607	
Cre01.g007901.t2.1	OTHER	0.019004	0.980996	
Cre01.g024350.t1.2	SP(Sec/SPI)	0.994854	0.005146	CS pos: 18-19. SAA-VR. Pr: 0.7687
Cre01.g065457.t1.1	OTHER	0.000741	0.999259	
Cre01.g015300.t1.1	OTHER	0.001537	0.998463	
Cre01.g004600.t1.1	OTHER	0.000658	0.999342	
Cre01.g025200.t1.2	SP(Sec/SPI)	0.998677	0.001323	CS pos: 18-19. VAA-AQ. Pr: 0.5103
Cre01.g038376.t1.1	OTHER	0.000552	0.999448	
Cre01.g009250.t1.1	OTHER	0.000324	0.999676	
Cre01.g013900.t1.1	OTHER	0.000259	0.999741	
Cre01.g013900.t2.1	OTHER	0.000362	0.999638	
Cre01.g021750.t1.2	OTHER	0.217816	0.782184	
Cre01.g004850.t1.1	OTHER	0.000799	0.999201	
Cre01.g021300.t1.2	SP(Sec/SPI)	0.883237	0.116763	CS pos: 43-44. AAA-QS. Pr: 0.2245
Cre01.g050750.t1.1	OTHER	0.000679	0.999321	
Cre01.g030250.t1.2	OTHER	0.000720	0.999280	
Cre01.g021600.t1.2	OTHER	0.003129	0.996871	
Cre01.g048600.t1.1	OTHER	0.005045	0.994955	
Cre01.g066552.t1.1	OTHER	0.002049	0.997951	
Cre01.g026650.t1.2	OTHER	0.012475	0.987525	
Cre01.g050400.t1.2	OTHER	0.003633	0.996367	
Cre01.g050400.t2.1	OTHER	0.011042	0.988958	
Cre01.g005500.t1.2	OTHER	0.000964	0.999036	
Cre01.g002350.t1.1	OTHER	0.001535	0.998465	
Cre01.g035250.t1.2	OTHER	0.000554	0.999446	
Cre01.g023100.t1.1	OTHER	0.000945	0.999055	
Cre01.g041256.t1.2	OTHER	0.002429	0.997571	
Cre01.g041256.t2.1	OTHER	0.038433	0.961567	
Cre01.g039500.t1.2	OTHER	0.000767	0.999233	
Cre01.g043050.t1.2	OTHER	0.020289	0.979711	
Cre01.g007050.t1.2	OTHER	0.001004	0.998996	
Cre01.g020500.t1.2	OTHER	0.016258	0.983742	
Cre01.g026016.t1.1	OTHER	0.016220	0.983780	
Cre01.g025900.t1.2	OTHER	0.060908	0.939092	
Cre01.g042850.t1.2	SP(Sec/SPI)	0.970386	0.029614	CS pos: 21-22. IIA-ST. Pr: 0.2475
Cre01.g014350.t1.2	OTHER	0.001542	0.998458	
Cre01.g041351.t1.1	OTHER	0.000482	0.999518	
Cre01.g023913.t1.2	OTHER	0.000514	0.999486	
Cre01.g021251.t1.1	OTHER	0.001392	0.998608	
Cre01.g048950.t1.2	OTHER	0.000484	0.999516	
Cre01.g032600.t1.1	OTHER	0.264155	0.735845	
Cre01.g010050.t1.1	OTHER	0.001347	0.998653	
Cre01.g034350.t1.1	OTHER	0.002634	0.997366	
Cre01.g000100.t1.1	OTHER	0.001014	0.998986	
Cre01.g010300.t1.2	OTHER	0.012912	0.987088	
Cre01.g050650.t1.2	OTHER	0.002558	0.997442	
Cre01.g028250.t1.2	OTHER	0.000937	0.999063	
Cre01.g028500.t1.2	OTHER	0.001501	0.998499	
Cre01.g056696.t1.1	OTHER	0.003607	0.996393	
Cre01.g056696.t2.1	OTHER	0.003607	0.996393	
Cre01.g031875.t1.1	OTHER	0.045361	0.954639	
Cre01.g042502.t1.1	OTHER	0.012684	0.987316	
Cre01.g007000.t1.2	OTHER	0.001338	0.998662	
Cre01.g069107.t1.1	OTHER	0.002784	0.997216	
