# SignalP-5.0	Organism: Eukarya	Timestamp: 20200731050505
# ID	Prediction	SP(Sec/SPI)	OTHER	CS Position
Cre18.g749897.t1.1	OTHER	0.002005	0.997995	
Cre18.g749597.t1.1	OTHER	0.002519	0.997481	
Cre18.g748647.t1.1	OTHER	0.001464	0.998536	
Cre18.g748847.t1.1	SP(Sec/SPI)	0.996811	0.003189	CS pos: 23-24. CSA-SR. Pr: 0.8694
Cre18.g748147.t1.1	SP(Sec/SPI)	0.735627	0.264373	CS pos: 24-25. CLA-TV. Pr: 0.3899
Cre18.g749347.t1.1	OTHER	0.002026	0.997974	
Cre18.g748097.t1.1	OTHER	0.003490	0.996510	
Cre18.g748547.t1.1	OTHER	0.112792	0.887208	
Cre18.g749447.t1.1	OTHER	0.001503	0.998497	
Cre18.g749447.t2.1	OTHER	0.001503	0.998497	
Cre18.g749047.t1.1	SP(Sec/SPI)	0.962662	0.037338	CS pos: 20-21. SSA-KW. Pr: 0.8920
Cre13.g564550.t1.2	OTHER	0.000705	0.999295	
Cre13.g590905.t1.2	OTHER	0.001602	0.998398	
Cre13.g592100.t1.1	OTHER	0.002698	0.997302	
Cre13.g569275.t1.2	OTHER	0.002461	0.997539	
Cre13.g572150.t1.1	OTHER	0.001269	0.998731	
Cre13.g582000.t1.2	OTHER	0.000439	0.999561	
Cre13.g605350.t1.1	OTHER	0.000449	0.999551	
Cre13.g605350.t2.1	OTHER	0.000184	0.999816	
Cre13.g589550.t1.1	OTHER	0.001332	0.998668	
Cre13.g589550.t2.1	OTHER	0.001128	0.998872	
Cre13.g588350.t1.2	SP(Sec/SPI)	0.900083	0.099917	CS pos: 24-25. GGA-KV. Pr: 0.2849
Cre13.g587550.t1.1	OTHER	0.000473	0.999527	
Cre13.g587550.t2.1	OTHER	0.000473	0.999527	
Cre13.g586916.t1.1	OTHER	0.001446	0.998554	
Cre13.g565321.t1.1	OTHER	0.001364	0.998636	
Cre13.g572650.t1.1	OTHER	0.001002	0.998998	
Cre13.g602800.t1.1	OTHER	0.000604	0.999396	
Cre13.g583350.t1.1	OTHER	0.000334	0.999666	
Cre13.g566400.t1.2	OTHER	0.079787	0.920213	
Cre13.g571251.t1.1	OTHER	0.005412	0.994588	
Cre13.g579700.t1.2	OTHER	0.001006	0.998994	
Cre13.g571450.t1.1	OTHER	0.001391	0.998609	
Cre13.g571450.t2.1	OTHER	0.001391	0.998609	
Cre13.g602550.t1.1	SP(Sec/SPI)	0.744848	0.255152	CS pos: 25-26. LWG-GR. Pr: 0.6130
Cre13.g583750.t1.1	OTHER	0.010031	0.989969	
Cre13.g590750.t1.2	OTHER	0.001179	0.998821	
Cre13.g584135.t1.1	OTHER	0.001085	0.998915	
Cre13.g564650.t1.1	OTHER	0.000840	0.999160	
Cre13.g588900.t1.1	OTHER	0.001225	0.998775	
Cre13.g578074.t1.1	OTHER	0.002208	0.997792	
Cre13.g578074.t2.1	OTHER	0.002208	0.997792	
Cre13.g570400.t1.2	OTHER	0.002864	0.997136	
Cre13.g578800.t1.2	OTHER	0.000282	0.999718	
Cre13.g563700.t1.1	OTHER	0.005999	0.994001	
Cre13.g581050.t1.1	OTHER	0.000606	0.999394	
Cre13.g581050.t2.1	OTHER	0.000606	0.999394	
Cre13.g604400.t1.2	OTHER	0.026293	0.973707	
Cre13.g568250.t1.1	OTHER	0.001185	0.998815	
Cre13.g580600.t1.2	OTHER	0.010420	0.989580	
Cre13.g602700.t1.1	OTHER	0.004610	0.995390	
Cre13.g589167.t1.2	OTHER	0.001553	0.998447	
Cre13.g587400.t1.1	OTHER	0.001074	0.998926	
Cre13.g582250.t1.2	OTHER	0.029128	0.970872	
Cre13.g573200.t1.2	OTHER	0.000752	0.999248	
Cre13.g568800.t1.2	OTHER	0.014281	0.985719	
Cre13.g602300.t1.2	OTHER	0.001581	0.998419	
Cre13.g589940.t1.1	OTHER	0.006768	0.993232	
Cre13.g572600.t1.2	OTHER	0.024958	0.975042	
Cre13.g576740.t1.1	OTHER	0.002332	0.997668	
Cre13.g576740.t2.1	OTHER	0.002332	0.997668	
Cre13.g600238.t1.1	OTHER	0.005796	0.994204	
Cre13.g572950.t1.1	OTHER	0.011251	0.988749	
Cre13.g607450.t1.1	OTHER	0.000610	0.999390	
Cre13.g570450.t1.1	OTHER	0.005540	0.994460	
Cre13.g576350.t1.2	OTHER	0.001002	0.998998	
Cre13.g567600.t1.2	OTHER	0.032428	0.967572	
Cre13.g568050.t1.1	OTHER	0.000578	0.999422	
Cre13.g604850.t1.1	OTHER	0.001609	0.998391	
Cre13.g573750.t1.2	OTHER	0.001167	0.998833	
Cre13.g581750.t1.2	OTHER	0.000570	0.999430	
Cre13.g588050.t1.2	OTHER	0.000813	0.999187	
Cre13.g585175.t1.1	OTHER	0.002152	0.997848	
Cre13.g574800.t1.2	OTHER	0.000901	0.999099	
Cre13.g574800.t2.1	OTHER	0.000901	0.999099	
Cre13.g578350.t1.2	SP(Sec/SPI)	0.995897	0.004103	CS pos: 22-23. VNA-DV. Pr: 0.9345
Cre13.g583000.t1.1	OTHER	0.002052	0.997948	
Cre13.g583000.t2.1	OTHER	0.002052	0.997948	
Cre13.g563550.t1.1	OTHER	0.001088	0.998912	
Cre13.g606050.t1.2	OTHER	0.003319	0.996681	
Cre13.g578850.t1.1	OTHER	0.000799	0.999201	
Cre13.g603176.t1.1	OTHER	0.002307	0.997693	
Cre13.g607550.t1.2	OTHER	0.001850	0.998150	
Cre13.g575800.t1.2	OTHER	0.000622	0.999378	
Cre13.g579500.t1.2	OTHER	0.008965	0.991035	
Cre13.g565000.t1.1	OTHER	0.004104	0.995896	
Cre13.g607500.t1.2	OTHER	0.000236	0.999764	
Cre13.g566000.t1.2	OTHER	0.000985	0.999015	
Cre13.g569350.t1.2	OTHER	0.001142	0.998858	
Cre13.g591650.t1.2	OTHER	0.008874	0.991126	
Cre13.g607750.t1.2	OTHER	0.000499	0.999501	
Cre13.g583972.t1.1	OTHER	0.002074	0.997926	
Cre13.g603900.t1.2	OTHER	0.000521	0.999479	
Cre13.g590300.t1.1	OTHER	0.000829	0.999171	
Cre13.g580300.t1.2	OTHER	0.007898	0.992102	
Cre13.g579767.t1.1	OTHER	0.001379	0.998621	
Cre13.g583600.t1.2	OTHER	0.002135	0.997865	
Cre13.g572500.t1.2	OTHER	0.003666	0.996334	
Cre13.g602950.t1.1	OTHER	0.000815	0.999185	
Cre13.g602950.t2.1	OTHER	0.000815	0.999185	
Cre13.g606150.t1.1	OTHER	0.000603	0.999397	
Cre13.g581200.t1.1	OTHER	0.000719	0.999281	
Cre13.g591800.t1.2	OTHER	0.000950	0.999050	
Cre13.g575000.t1.1	OTHER	0.000947	0.999053	
Cre13.g567750.t1.2	OTHER	0.000327	0.999673	
Cre13.g606652.t1.1	OTHER	0.007664	0.992336	
Cre13.g565116.t1.1	OTHER	0.010338	0.989662	
Cre13.g588550.t1.2	OTHER	0.000421	0.999579	
Cre13.g571650.t1.2	OTHER	0.001382	0.998618	
Cre13.g566850.t1.2	OTHER	0.001598	0.998402	
Cre13.g586883.t1.1	OTHER	0.071274	0.928726	
Cre13.g575600.t1.2	OTHER	0.005036	0.994964	
Cre13.g581500.t1.1	OTHER	0.001662	0.998338	
Cre13.g562100.t1.2	OTHER	0.001262	0.998738	
Cre13.g606800.t1.2	OTHER	0.004546	0.995454	
Cre13.g590251.t1.1	OTHER	0.018177	0.981823	
Cre13.g565700.t1.1	OTHER	0.000619	0.999381	
Cre13.g581900.t1.1	OTHER	0.000640	0.999360	
Cre13.g581400.t1.1	OTHER	0.003757	0.996243	
Cre13.g577600.t1.2	OTHER	0.000628	0.999372	
Cre13.g577600.t2.1	OTHER	0.076029	0.923971	
Cre13.g580150.t1.1	SP(Sec/SPI)	0.873845	0.126155	CS pos: 26-27. TDS-SS. Pr: 0.3807
Cre13.g580150.t2.1	SP(Sec/SPI)	0.873845	0.126155	CS pos: 26-27. TDS-SS. Pr: 0.3807
Cre13.g563876.t1.1	OTHER	0.001662	0.998338	
Cre13.g588100.t1.2	OTHER	0.002091	0.997909	
Cre13.g605250.t1.1	OTHER	0.000920	0.999080	
Cre13.g564583.t1.1	OTHER	0.004478	0.995522	
Cre13.g564583.t2.1	OTHER	0.004478	0.995522	
Cre13.g567550.t1.1	OTHER	0.001360	0.998640	
Cre13.g567550.t2.1	OTHER	0.001360	0.998640	
Cre13.g569550.t1.1	OTHER	0.014591	0.985409	
Cre13.g584170.t1.2	OTHER	0.002665	0.997335	
Cre13.g572200.t1.2	OTHER	0.005487	0.994513	
Cre13.g569250.t1.2	OTHER	0.001171	0.998829	
Cre13.g571902.t1.1	OTHER	0.003421	0.996579	
Cre13.g567800.t1.2	OTHER	0.000524	0.999476	
Cre13.g586650.t1.1	OTHER	0.001237	0.998763	
Cre13.g564700.t1.2	OTHER	0.000601	0.999399	
Cre13.g563733.t1.1	OTHER	0.000579	0.999421	
Cre13.g563733.t2.1	OTHER	0.000579	0.999421	
Cre13.g591550.t1.1	SP(Sec/SPI)	0.931619	0.068381	CS pos: 28-29. ATA-AR. Pr: 0.6325
Cre13.g564400.t1.2	OTHER	0.000800	0.999200	
Cre13.g584600.t1.1	OTHER	0.003297	0.996703	
Cre13.g568950.t1.1	OTHER	0.003621	0.996379	
Cre13.g604800.t1.2	OTHER	0.002756	0.997244	
Cre13.g607950.t1.2	OTHER	0.009546	0.990454	
Cre13.g588750.t1.1	SP(Sec/SPI)	0.991190	0.008810	CS pos: 25-26. AEA-QS. Pr: 0.9371
Cre13.g576720.t1.1	OTHER	0.009745	0.990255	
Cre13.g571300.t1.2	OTHER	0.005575	0.994425	
Cre13.g583325.t1.1	OTHER	0.002643	0.997357	
Cre13.g579582.t1.1	OTHER	0.000472	0.999528	
Cre13.g567700.t1.2	OTHER	0.001405	0.998595	
Cre13.g590800.t1.2	OTHER	0.000731	0.999269	
Cre13.g587600.t1.2	OTHER	0.001517	0.998483	
Cre13.g566951.t1.1	OTHER	0.001120	0.998880	
Cre13.g589300.t1.2	OTHER	0.000513	0.999487	
Cre13.g592550.t1.1	OTHER	0.001566	0.998434	
Cre13.g581450.t1.2	OTHER	0.000506	0.999494	
Cre13.g581450.t2.1	OTHER	0.000600	0.999400	
Cre13.g582713.t1.1	OTHER	0.001676	0.998324	
Cre13.g574650.t1.1	OTHER	0.002516	0.997484	
Cre13.g570350.t1.1	OTHER	0.000605	0.999395	
Cre13.g570350.t2.1	OTHER	0.001077	0.998923	
Cre13.g571500.t1.2	OTHER	0.043764	0.956236	
Cre13.g577250.t1.2	OTHER	0.460462	0.539538	
Cre13.g572450.t1.2	OTHER	0.000536	0.999464	
Cre13.g580650.t1.2	OTHER	0.001986	0.998014	
Cre13.g577750.t1.1	OTHER	0.003626	0.996374	
Cre13.g582050.t1.2	OTHER	0.002311	0.997689	
Cre13.g607150.t1.1	OTHER	0.005360	0.994640	
Cre13.g568850.t1.2	OTHER	0.132237	0.867763	
Cre13.g605750.t1.2	OTHER	0.001406	0.998594	
Cre13.g581100.t1.2	OTHER	0.001197	0.998803	
Cre13.g574250.t1.1	OTHER	0.001733	0.998267	
Cre13.g582270.t1.1	OTHER	0.001207	0.998793	
Cre13.g582270.t2.1	OTHER	0.003052	0.996948	
Cre13.g582270.t3.1	OTHER	0.001220	0.998780	
Cre13.g576400.t1.2	OTHER	0.001760	0.998240	
Cre13.g592150.t1.2	OTHER	0.000863	0.999137	
Cre13.g583700.t1.1	OTHER	0.002473	0.997527	
Cre13.g604350.t1.1	OTHER	0.000745	0.999255	
Cre13.g604350.t2.1	OTHER	0.000745	0.999255	
Cre13.g582290.t1.1	OTHER	0.001799	0.998201	
Cre13.g589870.t1.1	OTHER	0.002969	0.997031	
Cre13.g577900.t1.2	OTHER	0.003291	0.996709	
Cre13.g561900.t1.1	OTHER	0.002216	0.997784	
Cre13.g573150.t1.1	OTHER	0.002446	0.997554	
Cre13.g569700.t1.1	OTHER	0.001417	0.998583	
Cre13.g583550.t1.2	OTHER	0.000439	0.999561	
Cre13.g593833.t1.1	OTHER	0.010332	0.989668	
Cre13.g606500.t1.2	OTHER	0.001278	0.998722	
Cre13.g582950.t1.2	OTHER	0.001107	0.998893	
Cre13.g585026.t1.1	OTHER	0.001394	0.998606	
Cre13.g585200.t1.2	OTHER	0.000556	0.999444	
Cre13.g590225.t1.1	OTHER	0.018088	0.981912	
Cre13.g590225.t2.1	OTHER	0.018088	0.981912	
Cre13.g589800.t1.2	OTHER	0.000610	0.999390	
Cre13.g586700.t1.1	OTHER	0.000345	0.999655	
Cre13.g586700.t2.1	OTHER	0.000345	0.999655	
Cre13.g574400.t1.1	OTHER	0.001920	0.998080	
Cre13.g584950.t1.1	OTHER	0.037053	0.962947	
Cre13.g570500.t1.1	OTHER	0.005591	0.994409	
Cre13.g566700.t1.1	OTHER	0.000293	0.999707	
Cre13.g589000.t1.2	OTHER	0.005745	0.994255	
Cre13.g565950.t1.2	OTHER	0.005735	0.994265	
Cre13.g579800.t1.2	OTHER	0.006263	0.993737	
Cre13.g575050.t1.2	OTHER	0.000291	0.999709	
Cre13.g586150.t1.1	OTHER	0.003225	0.996775	
Cre13.g574100.t1.1	OTHER	0.001260	0.998740	
Cre13.g602425.t1.1	OTHER	0.000335	0.999665	
Cre13.g575650.t1.1	OTHER	0.000466	0.999534	
Cre13.g605368.t1.1	OTHER	0.000270	0.999730	
Cre13.g562950.t1.1	OTHER	0.001249	0.998751	
Cre13.g567300.t1.1	OTHER	0.009640	0.990360	
Cre13.g581801.t1.1	OTHER	0.000481	0.999519	
Cre13.g591750.t1.1	SP(Sec/SPI)	0.996970	0.003030	CS pos: 30-31. VDA-AG. Pr: 0.7121
Cre13.g561950.t1.2	OTHER	0.002172	0.997828	
Cre13.g562350.t1.2	OTHER	0.000958	0.999042	
Cre13.g578900.t1.2	OTHER	0.002868	0.997132	
Cre13.g592350.t1.2	OTHER	0.001228	0.998772	
Cre13.g565750.t1.2	OTHER	0.001236	0.998764	
Cre13.g565750.t2.1	OTHER	0.001031	0.998969	
Cre13.g562700.t1.1	OTHER	0.011978	0.988022	
Cre13.g588271.t1.2	OTHER	0.001735	0.998265	
Cre13.g584775.t1.1	OTHER	0.002261	0.997739	
Cre13.g588501.t1.1	OTHER	0.013192	0.986808	
Cre13.g569950.t1.2	OTHER	0.000372	0.999628	
Cre13.g570951.t1.1	OTHER	0.130395	0.869605	
Cre13.g576050.t1.1	SP(Sec/SPI)	0.914904	0.085096	CS pos: 26-27. ASG-TR. Pr: 0.5048
Cre13.g563900.t1.1	SP(Sec/SPI)	0.592581	0.407419	CS pos: 23-24. AVA-GG. Pr: 0.2591
Cre13.g603450.t1.2	OTHER	0.000734	0.999266	
Cre13.g566050.t1.2	OTHER	0.000388	0.999612	
Cre13.g588368.t1.1	OTHER	0.004924	0.995076	
Cre13.g581150.t1.2	OTHER	0.000735	0.999265	
Cre13.g564350.t1.2	OTHER	0.000514	0.999486	
Cre13.g564350.t2.1	OTHER	0.000333	0.999667	
Cre13.g563500.t1.1	SP(Sec/SPI)	0.959297	0.040703	CS pos: 28-29. AQG-QA. Pr: 0.6484
Cre13.g587200.t1.1	OTHER	0.001655	0.998345	
Cre13.g591600.t1.1	OTHER	0.000452	0.999548	
Cre13.g562062.t1.2	OTHER	0.000842	0.999158	
Cre13.g570801.t1.1	OTHER	0.000587	0.999413	
Cre13.g584250.t1.2	OTHER	0.000538	0.999462	
Cre13.g607600.t1.1	OTHER	0.003115	0.996885	
Cre13.g603950.t1.2	SP(Sec/SPI)	0.809520	0.190480	CS pos: 19-20. ANC-QD. Pr: 0.7845
Cre13.g603776.t1.1	OTHER	0.323234	0.676766	
Cre13.g603100.t1.1	SP(Sec/SPI)	0.994061	0.005939	CS pos: 23-24. ATA-GW. Pr: 0.7158
Cre13.g603100.t2.1	SP(Sec/SPI)	0.994061	0.005939	CS pos: 23-24. ATA-GW. Pr: 0.7158
Cre13.g589600.t1.2	OTHER	0.000966	0.999034	
Cre13.g582350.t1.1	OTHER	0.000848	0.999152	
Cre13.g569801.t1.1	OTHER	0.000444	0.999556	
Cre13.g586250.t1.2	OTHER	0.001099	0.998901	
Cre13.g586000.t1.2	OTHER	0.000555	0.999445	
Cre13.g590900.t1.2	OTHER	0.025431	0.974569	
Cre13.g590900.t2.1	OTHER	0.025431	0.974569	
Cre13.g576466.t1.1	OTHER	0.000500	0.999500	
Cre13.g580700.t1.1	SP(Sec/SPI)	0.992827	0.007173	CS pos: 24-25. ARA-GE. Pr: 0.6525
Cre13.g563300.t1.1	SP(Sec/SPI)	0.883372	0.116628	CS pos: 42-43. TSA-SG. Pr: 0.5216
Cre13.g576800.t1.1	OTHER	0.005683	0.994317	
Cre13.g589250.t1.2	OTHER	0.000939	0.999061	
Cre13.g586800.t1.1	OTHER	0.004816	0.995184	
Cre13.g562550.t1.1	OTHER	0.173217	0.826783	
Cre13.g571800.t1.1	OTHER	0.002622	0.997378	
Cre13.g588150.t1.2	OTHER	0.009517	0.990483	
Cre13.g573300.t1.1	OTHER	0.000728	0.999272	
Cre13.g575250.t1.1	OTHER	0.002194	0.997806	
Cre13.g579300.t1.1	OTHER	0.001698	0.998302	
Cre13.g583100.t1.1	OTHER	0.055837	0.944163	
Cre13.g577950.t1.2	OTHER	0.001040	0.998960	
Cre13.g576100.t1.1	OTHER	0.003367	0.996633	
Cre13.g565301.t1.1	OTHER	0.000517	0.999483	
Cre13.g565301.t3.1	OTHER	0.000667	0.999333	
Cre13.g565301.t2.1	OTHER	0.001423	0.998577	
Cre13.g603800.t1.1	OTHER	0.001021	0.998979	
Cre13.g580350.t1.2	OTHER	0.000396	0.999604	
Cre13.g584551.t1.1	OTHER	0.001021	0.998979	
Cre13.g567075.t1.1	OTHER	0.000637	0.999363	
Cre13.g584850.t1.1	OTHER	0.001336	0.998664	
Cre13.g588959.t1.2	OTHER	0.475771	0.524229	
Cre13.g580976.t1.1	OTHER	0.003304	0.996696	
Cre13.g587250.t1.1	OTHER	0.000990	0.999010	
Cre13.g570700.t1.1	SP(Sec/SPI)	0.958780	0.041220	CS pos: 20-21. AVA-TH. Pr: 0.6373
Cre13.g577850.t1.1	OTHER	0.002197	0.997803	
Cre13.g576760.t1.1	OTHER	0.000572	0.999428	
Cre13.g580100.t1.2	OTHER	0.002779	0.997221	
Cre13.g568700.t1.1	OTHER	0.000924	0.999076	
Cre13.g578201.t1.1	OTHER	0.003800	0.996200	
Cre13.g590850.t1.2	OTHER	0.000665	0.999335	
Cre13.g564950.t1.2	OTHER	0.001417	0.998583	
Cre13.g574750.t1.1	OTHER	0.000436	0.999564	
Cre13.g574750.t2.1	OTHER	0.000436	0.999564	
Cre13.g569651.t1.1	OTHER	0.023195	0.976805	
Cre13.g606750.t1.1	OTHER	0.002466	0.997534	
Cre13.g576150.t1.1	OTHER	0.001477	0.998523	
Cre13.g590450.t1.1	OTHER	0.002522	0.997478	
Cre13.g578950.t1.1	OTHER	0.000612	0.999388	
Cre13.g563800.t1.1	OTHER	0.001658	0.998342	
Cre13.g571200.t1.1	OTHER	0.002636	0.997364	
Cre13.g581600.t1.2	OTHER	0.002615	0.997385	
Cre13.g575750.t1.2	OTHER	0.005273	0.994727	
Cre13.g569000.t1.1	OTHER	0.000518	0.999482	
Cre13.g574500.t1.1	OTHER	0.002706	0.997294	
Cre13.g586850.t1.1	OTHER	0.002236	0.997764	
Cre13.g604300.t1.2	SP(Sec/SPI)	0.704033	0.295967	CS pos: 26-27. VGA-DV. Pr: 0.6287
Cre13.g568467.t1.1	OTHER	0.079897	0.920103	
Cre13.g568467.t2.1	OTHER	0.079897	0.920103	
Cre13.g588386.t1.1	OTHER	0.006616	0.993384	
Cre13.g579850.t1.2	OTHER	0.000707	0.999293	
Cre13.g579850.t2.1	OTHER	0.000707	0.999293	
Cre13.g577700.t1.2	OTHER	0.002823	0.997177	
Cre13.g570100.t1.2	OTHER	0.000731	0.999269	
Cre13.g565484.t1.1	OTHER	0.007251	0.992749	
Cre13.g577150.t1.2	OTHER	0.069408	0.930592	
Cre13.g579326.t1.1	OTHER	0.001618	0.998382	
Cre13.g589650.t1.2	OTHER	0.004864	0.995136	
Cre13.g570851.t1.1	OTHER	0.010989	0.989011	
Cre13.g604250.t1.1	OTHER	0.001532	0.998468	
Cre13.g588453.t1.1	OTHER	0.001159	0.998841	
Cre13.g582476.t1.1	OTHER	0.004513	0.995487	
Cre13.g604450.t1.1	OTHER	0.001679	0.998321	
Cre13.g571950.t1.2	OTHER	0.001691	0.998309	
Cre13.g603000.t1.2	OTHER	0.003631	0.996369	
Cre13.g603000.t2.1	OTHER	0.004356	0.995644	
Cre13.g605386.t1.1	OTHER	0.000298	0.999702	
Cre13.g605386.t2.1	OTHER	0.000894	0.999106	
Cre13.g605386.t3.1	OTHER	0.000298	0.999702	
Cre13.g605386.t4.1	OTHER	0.000254	0.999746	
Cre13.g605386.t5.1	OTHER	0.000357	0.999643	
Cre13.g573600.t1.2	OTHER	0.000515	0.999485	
Cre13.g607300.t1.2	OTHER	0.000248	0.999752	
Cre13.g606250.t1.1	OTHER	0.000413	0.999587	
Cre13.g563326.t1.1	OTHER	0.010781	0.989219	
Cre13.g568300.t1.2	OTHER	0.002222	0.997778	
Cre13.g585400.t1.1	OTHER	0.000856	0.999144	
Cre13.g585400.t2.1	OTHER	0.000856	0.999144	
Cre13.g569326.t1.1	OTHER	0.000465	0.999535	
Cre13.g590200.t1.1	SP(Sec/SPI)	0.519134	0.480866	CS pos: 16-17. CTA-TS. Pr: 0.2262
Cre13.g604950.t1.1	OTHER	0.008536	0.991464	
Cre13.g604950.t2.1	OTHER	0.009391	0.990609	
Cre13.g604950.t3.1	OTHER	0.051382	0.948618	
Cre13.g566750.t1.2	OTHER	0.001204	0.998796	
Cre13.g575450.t1.1	OTHER	0.001806	0.998194	
Cre13.g575450.t2.1	OTHER	0.001806	0.998194	
Cre13.g581300.t1.1	OTHER	0.000511	0.999489	
Cre13.g566350.t1.1	OTHER	0.203411	0.796589	
Cre13.g583500.t1.1	OTHER	0.000543	0.999457	
Cre13.g607650.t1.1	OTHER	0.000610	0.999390	
Cre13.g570200.t1.1	OTHER	0.000699	0.999301	
Cre13.g578501.t1.1	OTHER	0.001257	0.998743	
Cre13.g565675.t1.1	OTHER	0.004635	0.995365	
Cre13.g577100.t1.2	OTHER	0.001352	0.998648	
Cre13.g584619.t1.2	OTHER	0.002366	0.997634	
Cre13.g572100.t1.1	OTHER	0.002551	0.997449	
Cre13.g603050.t1.2	OTHER	0.002211	0.997789	
Cre13.g563100.t1.2	OTHER	0.006343	0.993657	
Cre13.g587450.t1.2	OTHER	0.005622	0.994378	
Cre13.g588800.t1.2	SP(Sec/SPI)	0.810257	0.189743	CS pos: 31-32. VSA-SW. Pr: 0.4560
Cre13.g591050.t1.2	OTHER	0.031342	0.968658	
Cre13.g605550.t1.1	OTHER	0.001022	0.998978	
Cre13.g574900.t1.2	OTHER	0.001436	0.998564	
Cre13.g563050.t1.1	OTHER	0.003827	0.996173	
Cre13.g602600.t1.2	OTHER	0.001084	0.998916	
Cre13.g566500.t1.2	OTHER	0.000779	0.999221	
Cre13.g566500.t2.1	OTHER	0.000779	0.999221	
Cre13.g592050.t1.2	OTHER	0.375258	0.624742	
Cre13.g565290.t1.1	OTHER	0.001239	0.998761	
Cre13.g586300.t1.2	OTHER	0.001883	0.998117	
Cre13.g588310.t1.1	OTHER	0.001132	0.998868	
Cre13.g584200.t1.2	OTHER	0.000666	0.999334	
Cre13.g575950.t1.2	OTHER	0.001747	0.998253	
Cre13.g595114.t1.1	OTHER	0.010909	0.989091	
Cre13.g570751.t1.1	OTHER	0.024605	0.975395	
