# SignalP-5.0	Organism: Eukarya	Timestamp: 20200731043944
# ID	Prediction	SP(Sec/SPI)	OTHER	CS Position
Cre08.g369300.t1.2	SP(Sec/SPI)	0.996830	0.003170	CS pos: 20-21. ATG-QA. Pr: 0.3513
Cre08.g379400.t1.1	OTHER	0.004265	0.995735	
Cre08.g380452.t1.1	OTHER	0.000139	0.999861	
Cre08.g360250.t1.2	OTHER	0.000643	0.999357	
Cre08.g366450.t1.2	SP(Sec/SPI)	0.927218	0.072782	CS pos: 29-30. VAA-AH. Pr: 0.4119
Cre08.g362900.t1.1	OTHER	0.007461	0.992539	
Cre08.g366950.t1.2	OTHER	0.000239	0.999761	
Cre08.g373358.t1.1	OTHER	0.002973	0.997027	
Cre08.g358540.t1.1	OTHER	0.000891	0.999109	
Cre08.g373361.t1.1	OTHER	0.000708	0.999292	
Cre08.g365300.t1.2	SP(Sec/SPI)	0.879730	0.120270	CS pos: 19-20. VFS-AR. Pr: 0.7522
Cre08.g363600.t1.2	OTHER	0.003314	0.996686	
Cre08.g375800.t1.1	OTHER	0.002395	0.997605	
Cre08.g369451.t1.1	OTHER	0.001055	0.998945	
Cre08.g385850.t1.2	OTHER	0.000586	0.999414	
Cre08.g375650.t1.1	OTHER	0.000453	0.999547	
Cre08.g382530.t1.1	OTHER	0.001353	0.998647	
Cre08.g368450.t1.2	SP(Sec/SPI)	0.970339	0.029661	CS pos: 22-23. VIA-QD. Pr: 0.6541
Cre08.g368450.t2.1	SP(Sec/SPI)	0.970339	0.029661	CS pos: 22-23. VIA-QD. Pr: 0.6541
Cre08.g374750.t1.1	OTHER	0.000445	0.999555	
Cre08.g360200.t1.2	OTHER	0.000317	0.999683	
Cre08.g360950.t1.1	OTHER	0.000336	0.999664	
Cre08.g381250.t1.2	OTHER	0.005215	0.994785	
Cre08.g373450.t1.1	OTHER	0.000299	0.999701	
Cre08.g373347.t1.1	OTHER	0.037372	0.962628	
Cre08.g364800.t1.2	OTHER	0.000686	0.999314	
Cre08.g364351.t1.1	OTHER	0.011634	0.988366	
Cre08.g374436.t1.2	OTHER	0.000545	0.999455	
Cre08.g364650.t1.1	OTHER	0.002231	0.997769	
Cre08.g379950.t1.1	OTHER	0.000932	0.999068	
Cre08.g385750.t1.2	OTHER	0.003738	0.996262	
Cre08.g359500.t1.1	OTHER	0.004369	0.995631	
Cre08.g381483.t1.1	OTHER	0.000755	0.999245	
Cre08.g361700.t1.2	OTHER	0.000333	0.999667	
Cre08.g377150.t1.2	OTHER	0.026020	0.973980	
Cre08.g360564.t1.2	OTHER	0.004377	0.995623	
Cre08.g358556.t1.1	OTHER	0.001391	0.998609	
Cre08.g358556.t2.1	OTHER	0.001391	0.998609	
Cre08.g382825.t1.1	OTHER	0.001283	0.998717	
Cre08.g385900.t1.2	OTHER	0.005513	0.994487	
Cre08.g378450.t1.1	OTHER	0.006980	0.993020	
Cre08.g376200.t1.2	OTHER	0.001714	0.998286	
Cre08.g358544.t1.1	OTHER	0.002278	0.997722	
Cre08.g378250.t1.2	OTHER	0.000665	0.999335	
Cre08.g378250.t2.1	OTHER	0.000665	0.999335	
Cre08.g368700.t1.1	OTHER	0.002935	0.997065	
Cre08.g371350.t1.2	OTHER	0.004627	0.995373	
Cre08.g379650.t1.2	OTHER	0.000646	0.999354	
Cre08.g368950.t1.2	OTHER	0.000462	0.999538	
Cre08.g381450.t1.2	OTHER	0.000333	0.999667	
Cre08.g381450.t2.1	OTHER	0.000549	0.999451	
Cre08.g358563.t1.1	OTHER	0.000627	0.999373	
Cre08.g359100.t1.2	OTHER	0.001044	0.998956	
Cre08.g363267.t1.1	OTHER	0.003185	0.996815	
Cre08.g383800.t1.1	OTHER	0.240522	0.759478	
Cre08.g374150.t1.1	OTHER	0.002184	0.997816	
Cre08.g373350.t1.2	OTHER	0.002686	0.997314	
Cre08.g359550.t1.1	OTHER	0.130368	0.869632	
Cre08.g382605.t1.1	OTHER	0.001539	0.998461	
Cre08.g379800.t1.2	OTHER	0.003375	0.996625	
Cre08.g368176.t1.1	OTHER	0.001696	0.998304	
Cre08.g368400.t1.2	OTHER	0.005182	0.994818	
Cre08.g383300.t1.2	OTHER	0.002709	0.997291	
Cre08.g371450.t1.2	OTHER	0.002023	0.997977	
Cre08.g371450.t2.1	OTHER	0.002023	0.997977	
Cre08.g364450.t1.2	OTHER	0.000985	0.999015	
Cre08.g377650.t1.2	OTHER	0.004326	0.995674	
Cre08.g376700.t1.2	OTHER	0.000659	0.999341	
Cre08.g371150.t1.2	OTHER	0.002465	0.997535	
Cre08.g371400.t1.1	OTHER	0.001032	0.998968	
Cre08.g366750.t1.1	OTHER	0.068595	0.931405	
Cre08.g366150.t1.1	OTHER	0.001990	0.998010	
Cre08.g384800.t1.2	OTHER	0.000781	0.999219	
Cre08.g364700.t1.2	OTHER	0.005749	0.994251	
Cre08.g364700.t2.1	OTHER	0.005749	0.994251	
Cre08.g370200.t1.2	OTHER	0.001825	0.998175	
Cre08.g370200.t2.1	OTHER	0.001825	0.998175	
Cre08.g358541.t1.1	OTHER	0.002275	0.997725	
Cre08.g364400.t1.1	OTHER	0.007058	0.992942	
Cre08.g367550.t1.2	OTHER	0.000887	0.999113	
Cre08.g358700.t1.2	OTHER	0.002167	0.997833	
Cre08.g358565.t1.1	OTHER	0.001497	0.998503	
Cre08.g385550.t1.1	OTHER	0.008980	0.991020	
Cre08.g373000.t1.2	OTHER	0.002383	0.997617	
Cre08.g373650.t1.1	OTHER	0.001900	0.998100	
Cre08.g371566.t1.1	OTHER	0.001259	0.998741	
Cre08.g379200.t1.1	OTHER	0.002288	0.997712	
Cre08.g362350.t1.1	OTHER	0.005407	0.994593	
Cre08.g384100.t1.1	OTHER	0.000620	0.999380	
Cre08.g383200.t1.2	OTHER	0.002189	0.997811	
Cre08.g358350.t1.1	OTHER	0.002191	0.997809	
Cre08.g376150.t1.1	OTHER	0.000602	0.999398	
Cre08.g376150.t2.1	OTHER	0.000576	0.999424	
Cre08.g369800.t1.2	OTHER	0.001512	0.998488	
Cre08.g383850.t1.1	OTHER	0.005875	0.994125	
Cre08.g383850.t2.1	OTHER	0.005875	0.994125	
Cre08.g372150.t1.2	OTHER	0.015339	0.984661	
Cre08.g377500.t1.2	OTHER	0.000658	0.999342	
Cre08.g381750.t1.1	OTHER	0.023691	0.976309	
Cre08.g379100.t1.1	OTHER	0.003069	0.996931	
Cre08.g379100.t2.1	OTHER	0.003069	0.996931	
Cre08.g367900.t1.2	OTHER	0.003387	0.996613	
Cre08.g367900.t2.1	OTHER	0.012008	0.987992	
Cre08.g376550.t1.2	OTHER	0.000800	0.999200	
Cre08.g385500.t1.2	OTHER	0.006721	0.993279	
Cre08.g385500.t2.1	OTHER	0.006721	0.993279	
Cre08.g369200.t1.1	OTHER	0.205981	0.794019	
Cre08.g359400.t1.2	OTHER	0.017527	0.982473	
Cre08.g368500.t1.2	OTHER	0.001213	0.998787	
Cre08.g362682.t1.2	OTHER	0.001262	0.998738	
Cre08.g375900.t1.1	OTHER	0.001918	0.998082	
Cre08.g385450.t1.2	OTHER	0.003488	0.996512	
Cre08.g377200.t1.1	OTHER	0.001395	0.998605	
Cre08.g373376.t1.1	OTHER	0.001794	0.998206	
Cre08.g380950.t1.2	OTHER	0.003690	0.996310	
Cre08.g374600.t1.1	OTHER	0.022330	0.977670	
Cre08.g358545.t1.1	OTHER	0.001525	0.998475	
Cre08.g368900.t1.2	OTHER	0.002120	0.997880	
Cre08.g368900.t2.1	OTHER	0.002120	0.997880	
Cre08.g373370.t1.1	OTHER	0.064973	0.935027	
Cre08.g373354.t1.1	OTHER	0.000708	0.999292	
Cre08.g365825.t1.1	OTHER	0.000391	0.999609	
Cre08.g365825.t2.1	OTHER	0.000391	0.999609	
Cre08.g373344.t1.1	OTHER	0.002048	0.997952	
Cre08.g369400.t1.2	OTHER	0.000613	0.999387	
Cre08.g380500.t1.2	OTHER	0.000982	0.999018	
Cre08.g381650.t1.1	OTHER	0.002472	0.997528	
Cre08.g377300.t1.1	OTHER	0.034904	0.965096	
Cre08.g376050.t1.1	OTHER	0.001558	0.998442	
Cre08.g379600.t1.1	OTHER	0.004242	0.995758	
Cre08.g361900.t1.2	OTHER	0.002840	0.997160	
Cre08.g366874.t1.2	OTHER	0.000207	0.999793	
Cre08.g378550.t1.2	OTHER	0.000479	0.999521	
Cre08.g367150.t1.1	OTHER	0.045897	0.954103	
Cre08.g367150.t2.1	OTHER	0.045897	0.954103	
Cre08.g373369.t1.1	OTHER	0.001168	0.998832	
Cre08.g366400.t1.2	OTHER	0.003258	0.996742	
Cre08.g366400.t2.1	OTHER	0.003258	0.996742	
Cre08.g358575.t1.1	OTHER	0.002775	0.997225	
Cre08.g385050.t1.1	OTHER	0.002745	0.997255	
Cre08.g361950.t1.1	OTHER	0.002726	0.997274	
Cre08.g361950.t2.1	OTHER	0.002726	0.997274	
Cre08.g358561.t1.1	OTHER	0.174721	0.825279	
Cre08.g365664.t1.2	OTHER	0.004380	0.995620	
Cre08.g381200.t1.1	OTHER	0.007912	0.992088	
Cre08.g372500.t1.2	OTHER	0.001818	0.998182	
Cre08.g375500.t1.2	OTHER	0.000934	0.999066	
Cre08.g382800.t1.2	OTHER	0.004583	0.995417	
Cre08.g368750.t1.1	OTHER	0.008425	0.991575	
Cre08.g373349.t1.1	OTHER	0.002883	0.997117	
Cre08.g373349.t2.1	OTHER	0.002883	0.997117	
Cre08.g373349.t3.1	OTHER	0.002883	0.997117	
Cre08.g381400.t1.2	OTHER	0.001002	0.998998	
Cre08.g358527.t1.1	OTHER	0.003055	0.996945	
Cre08.g358554.t1.1	OTHER	0.001771	0.998229	
Cre08.g361750.t1.1	OTHER	0.001630	0.998370	
Cre08.g361400.t1.2	OTHER	0.005265	0.994735	
Cre08.g385300.t1.2	OTHER	0.037415	0.962585	
Cre08.g364775.t1.2	OTHER	0.000643	0.999357	
Cre08.g358553.t1.1	OTHER	0.003085	0.996915	
Cre08.g373100.t1.1	OTHER	0.002897	0.997103	
Cre08.g371801.t1.2	OTHER	0.006092	0.993908	
Cre08.g374300.t1.1	OTHER	0.001148	0.998852	
Cre08.g374200.t1.1	OTHER	0.002608	0.997392	
Cre08.g360600.t1.1	OTHER	0.003625	0.996375	
Cre08.g360750.t1.1	OTHER	0.001476	0.998524	
Cre08.g370850.t1.1	OTHER	0.000901	0.999099	
Cre08.g358547.t1.1	OTHER	0.000745	0.999255	
Cre08.g378200.t1.2	OTHER	0.001294	0.998706	
Cre08.g381000.t1.2	OTHER	0.073817	0.926183	
Cre08.g369250.t1.2	OTHER	0.003507	0.996493	
Cre08.g383550.t1.2	OTHER	0.000609	0.999391	
Cre08.g365720.t1.1	OTHER	0.003202	0.996798	
Cre08.g362300.t1.1	OTHER	0.000877	0.999123	
Cre08.g362800.t1.2	OTHER	0.001955	0.998045	
Cre08.g376250.t1.1	OTHER	0.000660	0.999340	
Cre08.g371600.t1.2	OTHER	0.000517	0.999483	
Cre08.g369000.t1.1	OTHER	0.000755	0.999245	
Cre08.g358555.t1.1	OTHER	0.001912	0.998088	
Cre08.g382515.t1.1	OTHER	0.000883	0.999117	
Cre08.g372400.t1.2	OTHER	0.001021	0.998979	
Cre08.g377700.t1.1	OTHER	0.001003	0.998997	
Cre08.g361650.t1.1	SP(Sec/SPI)	0.988474	0.011526	CS pos: 22-23. AGA-QR. Pr: 0.5184
Cre08.g373764.t1.1	OTHER	0.014674	0.985326	
Cre08.g379750.t1.2	OTHER	0.000896	0.999104	
Cre08.g385200.t1.1	OTHER	0.000339	0.999661	
Cre08.g362150.t1.1	OTHER	0.003288	0.996712	
Cre08.g383900.t1.1	OTHER	0.004090	0.995910	
Cre08.g373375.t1.1	OTHER	0.001790	0.998210	
Cre08.g374550.t1.2	OTHER	0.006957	0.993043	
Cre08.g382750.t1.1	OTHER	0.052668	0.947332	
Cre08.g376720.t1.1	SP(Sec/SPI)	0.988817	0.011183	CS pos: 25-26. ISA-QQ. Pr: 0.7356
Cre08.g376720.t2.1	OTHER	0.003591	0.996409	
Cre08.g378650.t1.2	OTHER	0.000575	0.999425	
Cre08.g358200.t1.1	OTHER	0.001788	0.998212	
Cre08.g358200.t2.1	OTHER	0.001788	0.998212	
Cre08.g358570.t1.1	OTHER	0.001250	0.998750	
Cre08.g369500.t1.2	OTHER	0.028989	0.971011	
Cre08.g370450.t1.2	OTHER	0.001891	0.998109	
Cre08.g358529.t1.1	OTHER	0.000583	0.999417	
Cre08.g384750.t1.1	OTHER	0.001413	0.998587	
Cre08.g382545.t1.1	OTHER	0.001568	0.998432	
Cre08.g367950.t1.1	OTHER	0.002563	0.997437	
Cre08.g358569.t1.1	SP(Sec/SPI)	0.994152	0.005848	CS pos: 25-26. VQA-KA. Pr: 0.7780
Cre08.g373428.t1.1	OTHER	0.002951	0.997049	
Cre08.g366300.t1.1	OTHER	0.000774	0.999226	
Cre08.g362650.t1.1	OTHER	0.040279	0.959721	
Cre08.g382575.t1.1	OTHER	0.001557	0.998443	
Cre08.g358535.t1.1	OTHER	0.000787	0.999213	
Cre08.g373583.t1.1	OTHER	0.259387	0.740613	
Cre08.g373583.t2.1	OTHER	0.292255	0.707745	
Cre08.g372650.t1.2	OTHER	0.002147	0.997853	
Cre08.g367350.t1.2	OTHER	0.004807	0.995193	
Cre08.g365103.t1.1	SP(Sec/SPI)	0.872066	0.127934	CS pos: 19-20. VFS-AR. Pr: 0.7202
Cre08.g358522.t1.1	SP(Sec/SPI)	0.984613	0.015387	CS pos: 23-24. ASA-SR. Pr: 0.6755
Cre08.g373407.t1.1	OTHER	0.001593	0.998407	
Cre08.g379576.t1.1	OTHER	0.003118	0.996882	
Cre08.g359450.t1.2	OTHER	0.001134	0.998866	
Cre08.g374900.t1.2	OTHER	0.343966	0.656034	
Cre08.g373362.t1.1	OTHER	0.002743	0.997257	
Cre08.g380350.t1.2	OTHER	0.002838	0.997162	
Cre08.g378351.t1.1	OTHER	0.054311	0.945689	
Cre08.g367800.t1.2	OTHER	0.000914	0.999086	
Cre08.g375550.t1.2	OTHER	0.090276	0.909724	
Cre08.g363800.t1.1	OTHER	0.001301	0.998699	
Cre08.g373300.t1.1	SP(Sec/SPI)	0.992513	0.007487	CS pos: 30-31. AEG-QS. Pr: 0.8534
Cre08.g368800.t1.2	OTHER	0.001340	0.998660	
Cre08.g368800.t2.1	OTHER	0.001340	0.998660	
Cre08.g365027.t1.1	OTHER	0.001729	0.998271	
Cre08.g361984.t1.2	OTHER	0.002840	0.997160	
Cre08.g378000.t1.2	OTHER	0.000389	0.999611	
Cre08.g368350.t1.1	OTHER	0.001347	0.998653	
Cre08.g362450.t1.2	OTHER	0.000294	0.999706	
Cre08.g385675.t1.1	OTHER	0.002285	0.997715	
Cre08.g359567.t1.2	OTHER	0.003429	0.996571	
Cre08.g359567.t2.1	OTHER	0.003429	0.996571	
Cre08.g373373.t1.1	OTHER	0.002530	0.997470	
Cre08.g363650.t1.1	OTHER	0.160875	0.839125	
Cre08.g358650.t1.1	OTHER	0.003011	0.996989	
Cre08.g369950.t1.1	OTHER	0.009030	0.990970	
Cre08.g381983.t1.1	OTHER	0.000959	0.999041	
Cre08.g381983.t2.1	OTHER	0.000959	0.999041	
Cre08.g384200.t1.2	OTHER	0.000364	0.999636	
Cre08.g382250.t1.2	OTHER	0.001681	0.998319	
Cre08.g374250.t1.1	SP(Sec/SPI)	0.635584	0.364416	CS pos: 37-38. SDA-LQ. Pr: 0.4693
Cre08.g383350.t1.1	OTHER	0.001496	0.998504	
Cre08.g358542.t1.1	OTHER	0.002949	0.997051	
Cre08.g378500.t1.1	OTHER	0.001218	0.998782	
Cre08.g377251.t1.1	OTHER	0.000967	0.999033	
Cre08.g370500.t1.1	OTHER	0.002428	0.997572	
Cre08.g359850.t1.1	OTHER	0.006353	0.993647	
Cre08.g368150.t1.1	OTHER	0.001308	0.998692	
Cre08.g361300.t1.1	SP(Sec/SPI)	0.783106	0.216894	CS pos: 23-24. ALG-RG. Pr: 0.2640
Cre08.g365692.t1.1	OTHER	0.001086	0.998914	
Cre08.g358500.t1.2	OTHER	0.000434	0.999566	
Cre08.g368300.t1.1	OTHER	0.003689	0.996311	
Cre08.g385800.t1.1	OTHER	0.002516	0.997484	
Cre08.g367050.t1.1	OTHER	0.000684	0.999316	
Cre08.g358568.t1.1	SP(Sec/SPI)	0.714892	0.285108	CS pos: 43-44. TSA-MR. Pr: 0.3079
Cre08.g359600.t1.2	OTHER	0.488286	0.511714	
Cre08.g382716.t1.1	OTHER	0.001410	0.998590	
Cre08.g382716.t2.1	OTHER	0.001410	0.998590	
Cre08.g370300.t1.2	OTHER	0.000938	0.999062	
Cre08.g383950.t1.1	OTHER	0.003654	0.996346	
Cre08.g358450.t1.2	OTHER	0.006569	0.993431	
Cre08.g358250.t1.2	OTHER	0.002313	0.997687	
Cre08.g386050.t1.2	OTHER	0.027326	0.972674	
Cre08.g373346.t1.1	SP(Sec/SPI)	0.986235	0.013765	CS pos: 17-18. LQA-CD. Pr: 0.5152
Cre08.g360300.t1.2	OTHER	0.001029	0.998971	
Cre08.g372050.t1.2	OTHER	0.000929	0.999071	
Cre08.g372350.t1.1	OTHER	0.001218	0.998782	
Cre08.g385350.t1.1	OTHER	0.002017	0.997983	
Cre08.g358528.t1.1	OTHER	0.000457	0.999543	
Cre08.g373341.t1.1	OTHER	0.006773	0.993227	
Cre08.g384650.t1.2	OTHER	0.002462	0.997538	
Cre08.g378700.t1.2	OTHER	0.000466	0.999534	
Cre08.g361250.t1.1	OTHER	0.002774	0.997226	
Cre08.g373374.t1.1	OTHER	0.002469	0.997531	
Cre08.g373374.t2.1	OTHER	0.002469	0.997531	
Cre08.g362950.t1.1	SP(Sec/SPI)	0.927785	0.072215	CS pos: 24-25. VAA-SP. Pr: 0.4239
Cre08.g376000.t1.1	OTHER	0.000901	0.999099	
Cre08.g366676.t1.1	OTHER	0.004295	0.995705	
Cre08.g384950.t1.2	OTHER	0.002619	0.997381	
Cre08.g363300.t1.2	OTHER	0.001162	0.998838	
Cre08.g366101.t1.1	OTHER	0.001171	0.998829	
Cre08.g373400.t1.2	OTHER	0.021263	0.978737	
Cre08.g365900.t1.2	OTHER	0.001724	0.998276	
Cre08.g380700.t1.2	OTHER	0.000673	0.999327	
Cre08.g362250.t1.1	OTHER	0.000596	0.999404	
Cre08.g362776.t1.1	OTHER	0.349673	0.650327	
Cre08.g373840.t1.1	SP(Sec/SPI)	0.650692	0.349308	CS pos: 39-40. ASA-LP. Pr: 0.2240
Cre08.g363700.t1.1	OTHER	0.002092	0.997908	
Cre08.g382400.t1.1	OTHER	0.036440	0.963560	
Cre08.g384700.t1.1	OTHER	0.002576	0.997424	
Cre08.g381850.t1.2	OTHER	0.008086	0.991914	
Cre08.g365150.t2.1	SP(Sec/SPI)	0.882117	0.117883	CS pos: 19-20. VFS-AR. Pr: 0.7540
Cre08.g365150.t1.2	SP(Sec/SPI)	0.882117	0.117883	CS pos: 19-20. VFS-AR. Pr: 0.7540
Cre08.g373726.t1.1	OTHER	0.017904	0.982096	
Cre08.g379550.t1.1	OTHER	0.000428	0.999572	
Cre08.g379550.t2.1	OTHER	0.000670	0.999330	
Cre08.g360350.t2.1	OTHER	0.001235	0.998765	
Cre08.g360350.t1.1	OTHER	0.001235	0.998765	
Cre08.g365200.t1.2	SP(Sec/SPI)	0.879730	0.120270	CS pos: 19-20. VFS-AR. Pr: 0.7522
Cre08.g361350.t1.2	OTHER	0.004970	0.995030	
Cre08.g368850.t1.2	SP(Sec/SPI)	0.953186	0.046814	CS pos: 26-27. CEA-AS. Pr: 0.8334
Cre08.g370350.t1.2	OTHER	0.002381	0.997619	
Cre08.g361000.t1.1	OTHER	0.064334	0.935666	
Cre08.g361000.t2.1	OTHER	0.064334	0.935666	
Cre08.g363837.t1.1	OTHER	0.001136	0.998864	
Cre08.g370401.t1.1	OTHER	0.001071	0.998929	
Cre08.g360500.t1.1	OTHER	0.004968	0.995032	
Cre08.g364501.t1.1	OTHER	0.000561	0.999439	
Cre08.g373802.t1.1	OTHER	0.004701	0.995299	
Cre08.g367400.t1.1	OTHER	0.002691	0.997309	
Cre08.g358600.t1.1	OTHER	0.471515	0.528485	
Cre08.g386000.t1.1	OTHER	0.038164	0.961836	
Cre08.g386000.t2.1	OTHER	0.038164	0.961836	
Cre08.g379900.t1.1	OTHER	0.001473	0.998527	
Cre08.g376740.t1.1	OTHER	0.007322	0.992678	
Cre08.g376740.t2.1	OTHER	0.007322	0.992678	
Cre08.g382560.t1.1	SP(Sec/SPI)	0.899513	0.100487	CS pos: 24-25. AAA-SG. Pr: 0.4696
Cre08.g373359.t1.1	OTHER	0.013484	0.986516	
Cre08.g384150.t1.1	OTHER	0.002729	0.997271	
Cre08.g362000.t1.2	OTHER	0.001735	0.998265	
Cre08.g377950.t1.2	OTHER	0.001064	0.998936	
Cre08.g383500.t1.1	OTHER	0.004729	0.995271	
Cre08.g380400.t1.2	OTHER	0.000797	0.999203	
Cre08.g373050.t1.1	OTHER	0.001420	0.998580	
Cre08.g361200.t1.2	OTHER	0.001561	0.998439	
Cre08.g361200.t2.1	OTHER	0.001561	0.998439	
Cre08.g381516.t1.1	OTHER	0.001830	0.998170	
Cre08.g358576.t1.1	OTHER	0.001563	0.998437	
Cre08.g381900.t1.2	SP(Sec/SPI)	0.986785	0.013215	CS pos: 20-21. VLP-VG. Pr: 0.5283
Cre08.g379175.t1.1	OTHER	0.008672	0.991328	
Cre08.g359900.t1.1	OTHER	0.000421	0.999579	
Cre08.g358543.t1.1	OTHER	0.011931	0.988069	
Cre08.g365065.t1.1	OTHER	0.001963	0.998037	
Cre08.g365065.t2.1	OTHER	0.001963	0.998037	
Cre08.g379850.t1.2	OTHER	0.001291	0.998709	
Cre08.g381702.t1.1	OTHER	0.006165	0.993835	
Cre08.g359300.t1.2	SP(Sec/SPI)	0.979897	0.020103	CS pos: 35-36. ASA-EE. Pr: 0.5790
Cre08.g379350.t1.1	OTHER	0.000672	0.999328	
Cre08.g382590.t1.1	OTHER	0.001430	0.998570	
Cre08.g382590.t2.1	OTHER	0.001430	0.998570	
Cre08.g367650.t1.2	OTHER	0.002053	0.997947	
Cre08.g358536.t1.1	OTHER	0.002968	0.997032	
Cre08.g359950.t1.2	OTHER	0.004360	0.995640	
Cre08.g373367.t1.1	OTHER	0.006612	0.993388	
Cre08.g377400.t1.1	OTHER	0.007025	0.992975	
Cre08.g365141.t2.1	SP(Sec/SPI)	0.879730	0.120270	CS pos: 19-20. VFS-AR. Pr: 0.7522
Cre08.g365141.t1.1	SP(Sec/SPI)	0.879730	0.120270	CS pos: 19-20. VFS-AR. Pr: 0.7522
Cre08.g379187.t1.1	OTHER	0.120291	0.879709	
Cre08.g368100.t1.1	OTHER	0.002590	0.997410	
Cre08.g363383.t1.1	OTHER	0.001995	0.998005	
Cre08.g375751.t1.1	OTHER	0.004619	0.995381	
Cre08.g373343.t1.1	OTHER	0.433009	0.566991	
Cre08.g360900.t1.2	OTHER	0.000390	0.999610	
Cre08.g363750.t1.1	OTHER	0.000796	0.999204	
Cre08.g376350.t1.2	OTHER	0.001539	0.998461	
Cre08.g376350.t2.1	OTHER	0.001539	0.998461	
Cre08.g375850.t1.2	OTHER	0.000909	0.999091	
Cre08.g358578.t1.1	OTHER	0.006375	0.993625	
Cre08.g381100.t1.1	OTHER	0.005531	0.994469	
Cre08.g358537.t1.1	OTHER	0.220608	0.779392	
Cre08.g369700.t1.2	OTHER	0.001605	0.998395	
Cre08.g374400.t1.1	OTHER	0.002772	0.997228	
Cre08.g374400.t2.1	OTHER	0.002772	0.997228	
Cre08.g384628.t1.1	OTHER	0.004843	0.995157	
Cre08.g362036.t1.2	OTHER	0.121463	0.878537	
Cre08.g374650.t1.1	OTHER	0.000628	0.999372	
Cre08.g369150.t1.1	OTHER	0.000770	0.999230	
Cre08.g373500.t1.1	OTHER	0.006687	0.993313	
Cre08.g363950.t1.1	OTHER	0.051316	0.948684	
Cre08.g383650.t1.2	OTHER	0.001564	0.998436	
Cre08.g361551.t1.1	OTHER	0.000646	0.999354	
Cre08.g362700.t1.2	OTHER	0.000505	0.999495	
Cre08.g381300.t1.2	OTHER	0.005787	0.994213	
Cre08.g358572.t1.1	OTHER	0.006118	0.993882	
Cre08.g385600.t1.1	OTHER	0.000781	0.999219	
Cre08.g385600.t2.1	OTHER	0.000781	0.999219	
Cre08.g360400.t1.1	OTHER	0.070926	0.929074	
